address,japanese,korean,compact_len,slot_len,overflow_bytes,freq
0x00A21BCC,敵国の町を攻撃するのです。,적국의 도시를 공격하는 겁니다.,27,26,1,1
0x00A21C98,言われた通りに配置した。,말씀하신 대로 배치했습니다.,25,24,1,1
0x00A21D3B,早く町を占領されても困る。,도시를 빨리 점령당해도 곤란해.,27,26,1,1
0x00A21E2E,放ってはおけぬ。,내버려 둘 수는 없다.,17,16,1,1
0x00A222B8,しょせんは兵器です。,어차피 병기일 뿐입니다.,21,20,1,1
0x00A229CC,しかしの、,"하지만 말야,",11,10,1,1
0x00A22E0E,そう思わない？,그렇게 생각 안 해?,15,14,1,1
0x00A230A4,あんただって、,"너도 마찬가지야,",15,14,1,1
0x00A231C0,なにもちがわない。,아무것도 다르지 않아.,19,18,1,1
0x00A2346B,次こそは勝ってみせる！,다음번엔 반드시 이기겠어!,23,22,1,1
0x00A235AB,キクチヨよ？,키쿠치요라고?,13,12,1,1
0x00A2361D,この話を受けるつもりだ。,이 제안을 받아들일 생각이다.,25,24,1,1
0x00A23699,外れる行いじゃ。,어긋나는 행동이오.,17,16,1,1
0x00A239C3,そこで指をくわえて見てなさい。,거기서 손가락이나 빨면서 보고 있어.,31,30,1,1
0x00A23A2B,汚いとは心外な。,비겁하다니 의외군.,17,16,1,1
0x00A23F84,そう言ってくれるキクチヨ達のためにも、,"그렇게 말해 주는 키쿠치요 일행을 위해서라도,",39,38,1,1
0x00A24080,押さえることも可能。,막아내는 것도 가능하다.,21,20,1,1
0x00A24750,レッドスターに戻ります。,레드스타로 돌아가겠습니다.,25,24,1,1
0x00A24B32,私の名を呼びすてに・・・,내 이름을 함부로 부르다니...,25,24,1,1
0x00A24B88,なにをしていた？,무엇을 하고 있었나?,17,16,1,1
0x00A24BD6,こんな小国など、,"이런 작은 나라 따위,",17,16,1,1
0x00A24CE1,敵を追い出せるわ。,적을 몰아낼 수 있어요.,19,18,1,1
0x00A25483,彼によって敗北寸前だとか。,그 때문에 패배 직전이라고 한다.,27,26,1,1
0x00A256BD,力をかしますぞ！,힘을 빌려드리지요!,17,16,1,1
0x00A257E9,平和がもどるのね。,평화가 돌아오는군요.,19,18,1,1
0x00A2580D,のんびりできるのう。,느긋하게 지낼 수 있겠군.,21,20,1,1
0x00A25A96,このスネークにお任せを。,이 스네이크에게 맡기십시오.,25,24,1,1
0x00A25EF4,時がたてば、,"시간이 지나면,",13,12,1,1
0x00A2601C,さすがです！,역시 대단해요!,13,12,1,1
0x00A26047,ここでは間接攻撃が有効ね。,여기선 간접 공격이 효과적이야.,27,26,1,1
0x00A26340,とらえた敵兵の話です。,사로잡은 적병의 말입니다.,23,22,1,1
0x00A2669F,特に反対はないようだな。,특별히 반대는 없는 모양이군.,25,24,1,1
0x00A26B3D,なぜわがはいに聞かぬ！,왜 나에게 묻지 않는 것이오!,23,22,1,1
0x00A26B65,両がわを守る軍は、,"양쪽을 지키는 군대는,",19,18,1,1
0x00A26BEC,人の話を聞かんか！,남의 말을 안 듣는 거냐!,19,18,1,1
0x00A26F6C,いよいよね・・・,드디어 때가 됐군...,17,16,1,1
0x00A27009,動き回っていたわけか。,이리저리 돌아다녔던 건가.,23,22,1,1
0x00A2717B,話は終わりだ。,이야기는 끝이다.,15,14,1,1
0x00A2738A,えじきとなれ。,먹잇감이 되어라.,15,14,1,1
0x00A275E0,これが最後ね。,이게 마지막이네.,15,14,1,1
0x00A27B80,私がどこまで力を持てるのか、,"내가 어디까지 힘을 가질 수 있을지,",29,28,1,1
0x00A27CB8,動いたまでだ。,움직였을 뿐이다.,15,14,1,1
0x00A282F3,トライアルとか、,"트라이얼이라든가,",17,16,1,1
0x00A28336,久しいの。,오랜만이군.,11,10,1,1
0x00A28B0C,老兵はしなず。,노병은 죽지 않아.,15,14,1,1
0x00A28B64,われらは最強。誰が相手でも,우리는 최강이다. 상대가 누구든,27,26,1,1
0x00A29D38,港をもつ都市。,항구를 가진 도시.,15,14,1,1
0x00A29E45,回復　補給ができる。,회복·보급이 가능하다.,21,20,1,1
0x00A29F04,ミサイル基地。歩兵系なら,미사일 기지. 보병 계열이라면,25,24,1,1
0x00A2A563,特に弱点もなく、色々な,"특별한 약점도 없고, 다양한",23,22,1,1
0x00A2A5D4,攻撃力が上がり、,"공격력이 올라가며,",17,16,1,1
0x00A2A6E9,攻撃力が上がり、,"공격력이 올라가고,",17,16,1,1
0x00A2A7EB,移動力が下がらないが、,"이동력이 떨어지지 않지만,",23,22,1,1
0x00A2A802,雨の日に移動力が下がる。,비 오는 날 이동력이 떨어진다.,25,24,1,1
0x00A2A940,特殊部隊の隊長で、指揮官の,"특수부대의 대장으로, 지휘관의",27,26,1,1
0x00A2AA21,攻撃力が上がる。,공격력이 올라간다.,17,16,1,1
0x00A2AA77,１回で拠点を占領できる。,한 번에 거점을 점령할 수 있다.,25,24,1,1
0x00A2ADD7,反撃時だけは少し強い。,반격할 때만은 조금 강하다.,23,22,1,1
0x00A2AF5A,より燃料がへりにくく、,"연료가 더 잘 줄어들지 않고,",23,22,1,1
0x00A2B0D9,１増え、守備力も少し高い。,"1 증가하고, 방어력도 조금 높다.",27,26,1,1
0x00A2B233,全てなぞにつつまれている。,모든 것이 수수께끼에 싸여 있다.,27,26,1,1
0x00A2B2D5,無視して移動できるが、,"무시하고 이동할 수 있지만,",23,22,1,1
0x00A2B5F5,キライ・思い通りにならない,싫어하는 것: 뜻대로 되지 않는 것,27,26,1,1
0x00A2B629,得意で、地形効果を,"특기이며, 지형 효과를",19,18,1,1
0x00A2B85C,自らの目的のためなら、,"자신의 목적을 위해서라면,",23,22,1,1
0x00A2BD05,今の地位を勝ち取った。,지금의 지위를 손에 넣었다.,23,22,1,1
0x00A2BD44,車両系の攻撃力が高く、,"차량 계열의 공격력이 높고,",23,22,1,1
0x00A2BD80,車両系の攻撃力が上がり、,"차량계의 공격력이 올라가고,",25,24,1,1
0x00A2BE81,キクチヨの先生。,키쿠치요의 선생님.,17,16,1,1
0x00A2D684,戦車隊を撃破せよ！,전차 부대를 격파하라!,19,18,1,1
0x00A2D6F0,青い月よ、永遠に,"푸른 달이여, 영원히",17,16,1,1
0x00A2D9D7,今日は何がいるんだい？,오늘은 뭐가 필요하신가요?,23,22,1,1
0x00A2E3A0,先生のブレイク、歩兵やバズーカ兵をただ,"선생님의 브레이크, 보병이나 바주카병을 그냥",39,38,1,1
0x00A2E80C,かもな！,그럴지도!,9,8,1,1
0x00A2FDF0,今日はみせじまいだな。,오늘은 이만 문 닫아야겠군.,23,22,1,1
0x00A2FF63,帰りに一杯やってくかい？,돌아가는 길에 한잔하고 갈까?,25,24,1,1
0x00A2FF89,何とか勝てました！,어떻게든 이겼습니다!,19,18,1,1
0x00A30696,これで頭ひやしな！,이걸로 머리 좀 식혀라!,19,18,1,1
0x00A30788,何がおころうと動じはしない！,무슨 일이 일어나도 흔들리지 않아!,29,28,1,1
0x00A307AC,敵ながらあっぱれな戦い！,적이지만 훌륭한 싸움이었다!,25,24,1,1
0x00A313FC,戦争は何も生み出さん・・・,전쟁은 아무것도 낳지 못한다...,27,26,1,1
0x00A31474,ができるが、攻撃力,"는 가능하지만, 공격력",19,18,1,1
0x00A31935,偵察用に使われる。,정찰용으로 사용된다.,19,18,1,1
0x00A31A65,あまり強くない。,그다지 강하지 않다.,17,16,1,1
0x00A324E8,平地では移動力が下がるため、,"평지에서는 이동력이 떨어지므로,",29,28,1,1
0x00A3326E,範囲をもっている。,사거리를 가지고 있다.,19,18,1,1
0x00A3371C,攻撃されなくなり、隣あわない,"공격받지 않게 되고, 인접하지 않는",29,28,1,1
0x00A338F8,タイヤのため、平地では,"타이어 때문에, 평지에서는",23,22,1,1
0x00A339CB,移動力の変化を受けない。,이동력의 변화를 받지 않는다.,25,24,1,1
0x00A33EB8,新型砲での、フネに,"신형 포의, 함선에 대한",19,18,1,1
0x00A34755,１７日以内に橋でかこまれた戦艦を倒すのよ！,17일 이내에 다리로 둘러싸인 전함을 쓰러뜨려야 해!,43,42,1,1
0x00A348F0,このマップは、３個のブラックキ0x00A349F8,ここは、ブラックキャノンを倒して勝利よ！,39,38,1,1
0x00B81F70,大空を制せよ！,창공을 제패하라!,15,14,1,1
0x00D75917,？？！゛゛雨カ粉振,??!゛゛비 카 가루 진동,19,18,1,1
0x00D82058,作り方は「ヘルプ」に書いてあります。,만드는 방법은 「도움말」에 적혀 있습니다.,37,36,1,1
0x00D822C4,上書きしますか？,덮어쓰시겠습니까?,17,16,1,1
0x00D8F92C,が敵に一番近づくには　ここかここね。,가 적에게 가장 가까워지려면 여기나 여기야.,37,36,1,1
0x00D8F9FF,」をするの。,」를 하는 거야.,13,12,1,1
0x00D9000C,有利だからなの！,유리하기 때문이야!,17,16,1,1
0x00D904A7,しまうの。,버리는 거야.,11,10,1,1
0x00D91DA1,なんかおそれずに、,"따위 두려워하지 말고,",19,18,1,1
0x00D91DC4,するの。,하는 거야.,9,8,1,1
0x00D92366,うっかり動かさないでね。,실수로 움직이지 않게 조심해.,25,24,1,1
0x00D92745,部隊をおいていたはず。,부대를 배치해 두었을 거야.,23,22,1,1
0x00D931B8,部隊は強敵よ。,부대는 강적이야.,15,14,1,1
0x00D93E3A,できる範囲よ。,할 수 있는 범위야.,15,14,1,1
0x00D93FE3,通れなくするしかないわよね。,지나가지 못하게 할 수밖에 없겠지.,29,28,1,1
0x00D940C7,ここに移動してね。,여기로 이동해 주세요.,19,18,1,1
0x00D94198,戦い方なのよ！,싸우는 방식이야!,15,14,1,1
0x00D94E7D,しかないの。,할 수밖에 없어.,13,12,1,1
0x00D95601,を送りたいところね。,을 보내고 싶은 상황이네.,21,20,1,1
0x00D958E9,味方も同じなの。,아군도 마찬가지야.,17,16,1,1
0x00D95E5F,」を選ぶのよ。,」를 고르는 거야.,15,14,1,1
0x00D9617E,を橋の前の都市においておくの。,을(를) 다리 앞 도시에 놓아 두는 거야.,31,30,1,1
0x00D96203,言い忘れてたわ。,말하는 걸 깜빡했어.,17,16,1,1
0x00D96782,話をもどすわよ。,이야기를 되돌릴게.,17,16,1,1
0x00D97284,をためしたいの。,을 시험해 보고 싶어.,17,16,1,1
0x00D974FD,できるかは、,"할 수 있는지는,",13,12,1,1
0x00D97D6F,ゆけい　わが部下よ！,나아가라 내 부하들이여!,21,20,1,1
0x00D98C86,燃料切れなの。,연료가 떨어졌어.,15,14,1,1
0x00D99714,はこのように　たとえ,"상자는 이렇게, 예를 들어",21,20,1,1
0x00D99E5A,さすがね！,역시 대단해!,11,10,1,1
0x00D9A469,今の部隊だけで　何とかするのだ！,지금 부대만으로 어떻게든 해내는 거다!,33,32,1,1
0x00D9B27C,を選ぶのよ！,을 고르는 거야!,13,12,1,1
0x00D9B95B,できるだけだったら、今までの,"할 수 있는 것뿐이라면, 지금까지의",29,28,1,1
0x00D9BC44,浅瀬のみなの。,얕은 여울뿐이야.,15,14,1,1
0x00D9BDA0,をためしたいの。,를 시험해 보고 싶어.,17,16,1,1
0x00D9C4B2,今回は海戦か・・・,이번에는 해전인가...,19,18,1,1
0x00D9C550,勝負はごかく。,승부는 막상막하.,15,14,1,1
0x00D9D27E,雨が降ってきたわ！,비가 내리기 시작했어!,19,18,1,1
0x00D9D9CC,話を進めるわよ。,이야기를 진행할게.,17,16,1,1
0x00D9E1B9,「森」や「岩礁」についてよ。,「숲」이나 「암초」에 대해서야.,29,28,1,1
0x00D9EB86,ここに移動させたい！,여기로 이동시키고 싶어!,21,20,1,1
0x00D9F5FE,拠点だったら収入。,거점이라면 수입이야.,19,18,1,1
0x00D9F642,どのくらいの移動コストで移動できるか　ね。,어느 정도의 이동 코스트로 이동할 수 있는지 말이야.,43,42,1,1
0x00D9F927,できるのよ！,할 수 있는 거야!,13,12,1,1
0x00D9FF54,の説明を聞きたいの？,에 대한 설명을 듣고 싶어?,21,20,1,1
0x00DA025E,だけれどね。,이지만 말이야.,13,12,1,1
0x00DA02B6,工場での「生産」ね。,공장에서의 '생산'이야.,21,20,1,1
0x00DA0AA3,基本となる部分をおしえる授業よ。,기본이 되는 부분을 가르치는 수업이야.,33,32,1,1
0x00DA0E17,できたわ。,할 수 있었어.,11,10,1,1
0x00DA0EDB,次は、ここで,"다음은, 여기서",13,12,1,1
0x00DA111F,行動になるの。,행동이 되는 거야.,15,14,1,1
0x00DA1995,をつかむのよ。,를 파악하는 거야.,15,14,1,1
0x00DA265B,これで敵にダメージを与えること0x00DA2959,じゃ、この調子で全部やっつけちゃいましょう！,43,42,1,1
0x00DA26C0,同士ではこんなものよ。,같은 유닛끼리는 이 정도야.,23,22,1,1
0x00DA2867,だから、ここに,"그러니까, 여기에",15,14,1,1
0x00DA2909,数が多いほうが勝つの。,수가 많은 쪽이 이기는 거야.,23,22,1,1
0x00DA389C,攻撃力は、ユニットが今何体かによっても増減,공격력은 유닛이 현재 몇 기인지에 따라서도 증감해.,43,42,1,1
0x00DA3EB2,空系ユニットは入れるって？,공중계 유닛은 들어갈 수 있다고?,27,26,1,1
0x00DC3A0B,何で知ってるんだ？,어떻게 알고 있는 거지?,19,18,1,1
0x00DC3F54,忘れたとはいわさんぞ！,잊었다고는 못 하게 하겠다!,23,22,1,1
0x00DC4B3A,首都をねらってくる,수도를 노리고 올 거야.,19,18,1,1
0x00DC4D46,そうか！,그렇구나!,9,8,1,1
0x00DC7133,うけることはないわ！,당하고만 있을 수는 없어!,21,20,1,1
0x00DC82E1,という話よ。,라는 이야기야.,13,12,1,1
0x00DC8751,守りつつ　戦うの。,지키면서 싸우는 거야.,19,18,1,1
0x00DC9998,シレイね。,사령관이네.,11,10,1,1
0x00DCA81D,したと思ってるの！,했다고 생각하는 거야!,19,18,1,1
0x00DCB9E7,進めば　より安全ね！,전진하면 더 안전하겠네!,21,20,1,1
0x00DCBB1D,ごかいしてないか？,오해하고 있는 거 아냐?,19,18,1,1
0x00DCDCE4,なってしまうから。,그렇게 되고 말 테니까.,19,18,1,1
0x00DCF19B,安全とはいえないわね。,안전하다고는 할 수 없겠네.,23,22,1,1
0x00DCF2C7,今までうたがっていて。,지금까지 의심하고 있었어.,23,22,1,1
0x00DCFE92,敵もへってくるわ。,적도 점점 줄어들 거야.,19,18,1,1
0x00DD03A7,シレイとやら！,사령관이라는 자!,15,14,1,1
0x00DD0528,気になることもあったしね。,마음에 걸리는 일도 있었으니까.,27,26,1,1
0x00DD0C29,わ・・・われは負けぬ！,으・・・나는 지지 않는다!,23,22,1,1
0x00DD1D5C,今度は負けんぞ！,이번엔 지지 않는다!,17,16,1,1
0x00DE9D8E,１マップ目です。,첫 번째 지도입니다.,17,16,1,1
0x00DE9F4A,２マップ目です。,두 번째 지도입니다.,17,16,1,1
0x00DEA136,３マップ目です。,세 번째 지도입니다.,17,16,1,1
0x00DEA376,４マップ目です。,네 번째 지도입니다.,17,16,1,1
0x00DECDC8,移動するごとにへり、なくなる,"이동할 때마다 줄어들고, 없어진다",29,28,1,1
0x00DED1E1,そこそこ使える。,그럭저럭 쓸 만하다.,17,16,1,1
0x00DED378,強い中に入る。,강한 편에 속한다.,15,14,1,1
0x00DEDD01,船系に対する攻撃力。,선박 계열에 대한 공격력.,21,20,1,1
0x00DEE357,移動力がかわらない。,이동력이 변하지 않는다.,21,20,1,1
0x00DEEC7F,しとめられる。,쓰러뜨릴 수 있다.,15,14,1,1
0x00DEF0B2,船タイプの移動ができる。,함선 타입의 이동을 할 수 있다.,25,24,1,1
0x00DEF139,浅瀬を移動できること。,얕은 여울을 이동할 수 있음.,23,22,1,1
0x00DF217E,首都占領か敵全滅で勝利よ。,수도 점령이나 적 전멸로 승리야.,27,26,1,1
0x00DF24A3,守りぬいたら勝利よ！,끝까지 지켜내면 승리야!,21,20,1,1
0x00DF26FE,首都占領か、敵全滅で勝つことができるわ！,수도를 점령하거나 적을 전멸시키면 이길 수 있어!,41,40,1,1
0x00DF3287,雨に弱く、雪に強い,"비에 약하고, 눈에 강하다",21,20,1,1
0x00DF3961,あいてに見せない。,상대에게 보이지 않는다.,21,20,1,1
0x00DF3A47,父に似ないで、大天才。,아버지를 닮지 않은 대천재.,23,22,1,1
0x00DF3AAD,勝つのよ。,이기는 거야.,11,10,1,1
0x00DF4312,雪に強く　雨に弱い。,눈에 강하고 비에 약하다.,21,20,1,1
0x00DF43FA,あいてに情報を与えない。,상대에게 정보를 주지 않는다.,25,24,1,1
0x00DF443B,なぜか運が悪い。,어쩐지 운이 나쁘다.,17,16,1,1
0x00DF448F,攻撃力は弱い。,공격력은 약하다.,15,14,1,1
0x00DF5827,されると敗北。,점령당하면 패배.,15,14,1,1
0x00DF5A15,補充　補給ができる。,보충과 보급을 할 수 있다.,21,20,1,1
0x00DF5D81,のしかたの説明よ。,하는 방법의 설명이야.,19,18,1,1
0x00DF6A47,後でとてもやっかいだわ。,나중에 아주 골치 아파질 거야.,25,24,1,1
0x00DF91D0,ふくめて、ね。,포함해서 말이야.,15,14,1,1
0x00DFA95B,あそぶモードよ。,플레이하는 모드야.,17,16,1,1
0x00DFAF03,で使えるお金なの！,에서 쓸 수 있는 돈이야!,19,18,1,1
0x00DFB8B4,わかるかもな！,알지도 모르겠네!,15,14,1,1
0x00DFC66E,やつぁ射撃の天才だ！,저 녀석은 사격의 천재다!,21,20,1,1
0x00DFCED8,今日の話はここまでだ！,오늘 이야기는 여기까지다!,23,22,1,1
0x00DFCF77,やとえるぞ！,고용할 수 있어!,13,12,1,1
0x00DFD53B,今日はミセじまいだな。,오늘은 가게 문 닫아야겠군.,23,22,1,1
0x00DFF175,こんどはそうはいかんぞ。,이번엔 그렇게는 안 될 것이다.,25,24,1,1
0x00E011B2,おとろえたな。,실력이 녹슬었군.,15,14,1,1
0x00E037ED,３人はしんゆうだった。,세 사람은 절친한 친구였다.,23,22,1,1
0x00E07CC7,調子がくるう・・・,페이스가 흐트러져...,19,18,1,1
0x00E09529,ついてこない？,따라오지 않을래?,15,14,1,1
0x00E0B846,・・・いいのか？,・・・괜찮은 거야?,17,16,1,1
0x00E0F63E,ついに　おいつめたわ。,드디어 궁지에 몰아넣었어.,23,22,1,1
0x0080595C,０１２３４５６７８９／平地山川森道路都市海港橋浅瀬首空工場岩礁防御収入回復一,0123456789/평지 산 강 숲 도로 도시 바다 항구 다리 얕은 여울 수도 공항 공장 암초 방어 수입 회복 1,78,76,2,1
0x00A01BD8,そのためには,그러기 위해서는,14,12,2,1
0x00A01E68,海をはさんでにらみあう両軍,바다를 사이에 두고 대치하는 양군,28,26,2,1
0x00A02F23,して運んだり,해서 운반하거나,14,12,2,1
0x00A0504E,いつも今いる場所から、ね。,"항상 지금 있는 위치에서, 알겠지.",28,26,2,1
0x00A06440,地形に関係なく移動できて,지형에 상관없이 이동할 수 있고,26,24,2,1
0x00A0955B,同じ潜水艦や護衛艦にだけは,같은 잠수함이나 호위함에게만은,28,26,2,1
0x00A09C8A,敵の意表をつく戦略なら,적의 의표를 찌르는 전략이면,24,22,2,1
0x00A0D097,今日は基地に帰って,오늘은 기지로 돌아가서,20,18,2,1
0x00A0FAFB,忘れないでよね？,"잊지 말아줘, 알겠지?",18,16,2,1
0x00A113C7,次にあったら許さないぞ！！,다음에 만나면 용서하지 않겠다!!,28,26,2,1
0x00A118A0,敵は間接部隊を中心に配置して,적은 간접 부대를 중심으로 배치해서,30,28,2,1
0x00A11F78,あれね・・・,저거구나···,14,12,2,1
0x00A12043,今部隊は再編成中だし・・・,지금 부대는 재편성 중이고・・・,28,26,2,1
0x00A1205E,この前少し戦闘があって,얼마 전에 전투가 조금 있어서,24,22,2,1
0x00A120F8,いいってドミノ！,"괜찮다니까, 도미노!",18,16,2,1
0x00A124D6,少し残念そうだったな・・・,조금 아쉬워하는 것 같았어・・・,28,26,2,1
0x00A1257F,いつもの元気は！？,늘 그 활기는 어디 갔어!?,20,18,2,1
0x00A12664,歩兵系を山にのぼらせたり,보병 계열을 산에 오르게 하거나,26,24,2,1
0x00A13DBE,いろいろ試してたら,이것저것 시험하다 보니,20,18,2,1
0x00A1506D,かざりじゃねえんでな,장식으로 달린 게 아니거든,22,20,2,1
0x00A17A31,貴様の間接攻撃なら勝てるはずでは,네놈의 간접 공격이라면 이길 수 있을 텐데,34,32,2,1
0x00A18139,敵本部に攻めこむのも,적 본부에 쳐들어가는 것도,22,20,2,1
0x00A18EBE,なれてねえ,익숙하지 않아,12,10,2,1
0x00A19C7F,要塞の完成を許せば,요새가 완성되도록 두면,20,18,2,1
0x00A1A557,兵だけでも,병사만이라도,12,10,2,1
0x00A1B81C,勝って退く・・・か。,이기고 물러난다...인가.,22,20,2,1
0x00A1CB1B,今、ぼくしか動けないことを,지금은 나밖에 움직일 수 없다는 걸,28,26,2,1
0x00A1E078,新型戦車が使えれば,신형 전차를 쓸 수 있다면,20,18,2,1
0x00A1E96E,兵は出せないけど,병력은 보낼 수 없지만,18,16,2,1
0x00A1F805,各地で正体不明の部隊が,각지에서 정체불명의 부대가,24,22,2,1
0x00A21630,この国で,이 나라에서,10,8,2,1
0x00A2165F,誰もが恐れた,누구나 두려워한,14,12,2,1
0x00A21A56,まずまん中の,우선 한가운데의,14,12,2,1
0x00A22533,少しでも,조금이라도,10,8,2,1
0x00A23559,わしらに有利な形で,우리에게 유리한 형태로,20,18,2,1
0x00A2531F,わが国も,우리나라도,10,8,2,1
0x00A25650,ぐずぐずしては,꾸물거리고 있어선,16,14,2,1
0x00A26C41,どうも補給手段を,아무래도 보급 수단을,18,16,2,1
0x00A28722,私も本国に戻って,나도 본국으로 돌아가,18,16,2,1
0x00A28CA8,作戦のねり直しが必要ね・・・,작전을 다시 짤 필요가 있겠어・・・,30,28,2,1
0x00A28D84,正面の小島で敵を,정면 작은 섬에서 적을,18,16,2,1
0x00A294E4,装備していません,장비하지 않았습니다,18,16,2,1
0x00A29F36,射程は無限で　着弾場所,사거리는 무한이며 착탄 지점,24,22,2,1
0x00A2A01D,攻撃力、射程とも強力な,공격력과 사거리 모두 강력한,24,22,2,1
0x00A2A390,スキ　・手のかかる生徒,좋아함・손이 많이 가는 학생,24,22,2,1
0x00A2A4ED,思った事はすぐ行動に,생각한 것은 바로 행동으로,22,20,2,1
0x00A2A8A3,雪を降らせ、移動しにくく,눈을 내리게 해 이동하기 힘들게,26,24,2,1
0x00A2AB90,間接攻撃の射程が,간접공격의 사거리가,18,16,2,1
0x00A2AE4B,さらに１増え、,"추가로 1 증가하며,",16,14,2,1
0x00A2AEC9,エースパ0x00A2B414,攻撃力は高いのだが、,20,18,2,1
0x00A2B078,よくなだめ0x00A2B0C4,海ユニットの移動力が,20,18,2,1
0x00A2B724,ナルシストな性格で,나르시시스트 성격이라,20,18,2,1
0x00A2BD1C,スキ　・タンポポ,좋아하는 것・민들레,18,16,2,1
0x00A2BD5B,歩兵系、空系、海系の,"보병계, 공중계, 해상계의",22,20,2,1
0x00A2BEDB,輸送系の移動力も１増える。,수송 계열의 이동력도 1 늘어난다.,28,26,2,1
0x00A3012B,私が強すぎたのだ,내가 너무 강했던 거다,18,16,2,1
0x00A315EC,副砲での、歩兵系以外0x00A3161A,いりょくは、きたいしない,24,22,2,1
0x00A316AD,でき、攻撃力も高い。,"가능하며, 공격력도 높다.",22,20,2,1
0x00A317CF,と移動で0x00A319DC,タイヤのため、平地では,22,20,2,1
0x00A31924,車0x00A3173C,バズーカ砲の弾数。,18,16,2,1
0x00A319DC,タイヤのため、平地では,타이어식이므로 평지에서는,24,22,2,1
0x00A31A50,歩兵系以外に対しては,보병 계열 이외를 상대로는,22,20,2,1
0x00A32D50,爆弾での、歩兵系に,폭탄으로 보병 계열에게,20,18,2,1
0x00A3343F,対する攻撃力。とても強い。,상대에 대한 공격력. 매우 강하다.,28,26,2,1
0x00A33739,かぎり、敵に発見されない。,"않는 한, 적에게 발견되지 않는다.",28,26,2,1
0x00A35258,友達とケーブルでつないで対戦できます,친구와 케이블로 연결해서 대전할 수 있습니다,38,36,2,1
0x00B848BC,テン0x00B84B44,ネコノラクエンのちず,20,18,2,1
0x00D672A0,宀＋「）ー？　楡,宀＋「）ー？　느릅나무,18,16,2,1
0x00D67CB7,宀＋「）ー？　沈,宀＋「）ー？　가라앉음,18,16,2,1
0x00D6C87C,鼓鼓鼓鼓鼓鼓鼓原,북북북북북북북벌판,18,16,2,1
0x00D8273C,はいえ▼,예 아니오 ▼,10,8,2,1
0x00D830D0,０１２３４５６７８９／平地山川森道路都市海港橋浅瀬首空工場岩礁防御収入回復一,0123456789/평지 산 강 숲 도로 도시 바다 항구 다리 얕은여울 본부 하늘 공장 암초 방어 수입 회복 1,78,76,2,1
0x00D9103F,・・・と思わない？,...라고 생각하지 않아?,20,18,2,1
0x00D92899,だから、占領とちゅう0x00D928C6,あなたの番の最初に行動させておくのがいいわ。,44,42,2,1
0x00D931CB,正面から戦うのは、あまりいい作戦とは,정면에서 싸우는 건 그다지 좋은 작전이라고는,38,36,2,1
0x00D958C1,できる範囲の見方,가능한 범위의 보는 법,18,16,2,1
0x00D96806,下の中立都市には,아래의 중립 도시에는,18,16,2,1
0x00D9AE4D,移動しないと,이동하지 않으면,14,12,2,1
0x00D9B233,だからここから動かないで,그러니까 여기서 움직이지 말고,26,24,2,1
0x00D9C166,できる地形は　浅瀬、港のみ。,"할 수 있는 지형은 얕은 여울, 항구뿐.",30,28,2,1
0x00D9DCAE,この地形・・・「0x00D9DD56,ちなみに、この地形「岩礁」も、「森」と同じく,44,42,2,1
0x00DA03C9,入りきっていないことにも注意してね0x00DA03F2,十字ボタンの下を押して、いちばん下まで,38,36,2,1
0x00DA0BFC,したい,하고 싶어,8,6,2,1
0x00DA105D,を出すには、動かせるユニッ,을 내보내려면 움직일 수 있는 유닛,28,26,2,1
0x00DA14AB,ここは練習だ0x00DA158C,を動かさないでね。,18,16,2,1
0x00DA2341,のしかたや簡単な戦略の,하는 방법이나 간단한 전략의,24,22,2,1
0x00DA28BB,だから,그러니까,8,6,2,1
0x00DA3D92,「橋」は「川」にかかってる事が多いの,「다리」는 「강」 위에 놓여 있는 경우가 많아,38,36,2,1
0x00DA3DC6,「川」は歩兵系以外の地上ユニットは入れないか,「강」은 보병 계열 이외의 지상 유닛은 들어갈 수 없거나,46,44,2,1
0x00DA4093,この授業は、戦いを進めていく上での簡単な,이번 수업은 전투를 진행해 나가는 데 필요한 간단한,42,40,2,1
0x00DC2ECA,全部隊を修理できるん0x00DC2EF3,受けてるユニットがいるときに使うべきね。,40,38,2,1
0x00DC4D17,ふつうは0x00DC4672,ホイップは　強いユニットがいるのをいいことに,42,40,2,1
0x00DC688A,何としても　やつらを,무슨 수를 써서라도 놈들을,22,20,2,1
0x00DC6CAA,さて・・・と。,그럼... 어디 보자.,16,14,2,1
0x00DC9DC5,シレイは、何もされなかった？,"지휘관은, 아무 일도 당하지 않았어?",30,28,2,1
0x00DCF148,で運ぶには海に,로 옮기려면 바다에,16,14,2,1
0x00DD0391,と、いうわけだ！,"그러니까, 그런 거다!",18,16,2,1
0x00DD099F,このわしが　命にかえても,이 늙은이가 목숨을 바쳐서라도,26,24,2,1
0x00DEDD7A,対陸、対空攻撃をこなす。,"대지, 대공 공격을 모두 해낸다.",26,24,2,1
0x00DF20BA,首都占領、敵全滅のどちらかで勝てるわ！,"수도 점령, 적 전멸 중 어느 쪽이든 승리할 수 있어!",40,38,2,1
0x00DF23F2,ここも、首都占領か敵全滅で勝てるわ！,"여기도, 수도 점령이나 적 전멸로 이길 수 있어!",38,36,2,1
0x00DF2D26,どんな状況でも戦える,어떤 상황에서도 싸울 수 있는,24,22,2,1
0x00DF2E02,メカのことなら,메카에 관한 일이라면,18,16,2,1
0x00DF3766,のんびり　ゆっくりが,느긋하게 천천히 하는 것을,22,20,2,1
