address	text
0x00A09150	이 수송헬기,
0x00A09160	그냥 두면,
0x00A09171	대공 전차 2부대에
0x00A09199	바다에 나가면
0x00A091B0	호위함...
0x00A0922C	이동력 믿고 도망쳐도 좋지만,
0x00A0927B	수송헬기와 전투헬기는,
0x00A09292	호위함에
0x00A092BC	호위함이 버티는 한,
0x00A09334	전함이라고 해서
0x00A09347	간접 공격 해상 유닛이야
0x00A09362	육지와 바다도 공격
0x00A09379	간접공격 유닛 중
0x00A09390	공격 범위 제일 넓어!
0x00A09418	해상 유닛 모두에,
0x00A0942B	공격 가능.
0x00A0943A	위 호위함도 공격 가능하지만,
0x00A09475	전과는 기대 못 해.
0x00A09493	잠수함엔 특수 능력이 있어.
0x00A094C4	할 수 있어
0x00A09508	반은 맞아.
0x00A0955B	잠수함과 호위함에게만은
0x00A0959D	해상 유닛은 연료가 다하면
0x00A095D7	잠수 중엔 연료를 더 많이...
0x00A095FB	매일 5씩 쓰니,
0x00A0960E	주의해야 해.
0x00A0961D	위험해지면
0x00A0964B	항구...
0x00A09691	호위함.
0x00A096D4	공격 가능한 유닛이 한정돼 있어
0x00A0970F	잠수함만 공격 가능해.
0x00A09775	수송선.
0x00A097A9	이동 불가 장소에는
0x00A09811	2부대까지 탑재할 수 있어
0x00A09839	탑재 하차 지형은 한정돼 있어
0x00A098E5	여울과 항구뿐이야
0x00A098FC	이 수송선...
0x00A09994	네...!
0x00A099E7	색이 좀 바뀌었지?
0x00A09ABF	보면 알 수 있어.
0x00A09AF7	이유 없이,
0x00A09B3D	7일째엔 콩그 부대가 찾아와서
0x00A09BF4	그 애,
0x00A09BFD	두뇌전이 특기인가 봐.
0x00A09C23	들은 대로,
0x00A09C51	이 지도는
0x00A09C6F	7일 안에 클리어해!
0x00A09C8A	기습 전략이라면
0x00A09CD4	2일째네...
0x00A09D0D	해상 유닛은 매일
0x00A09D26	연료를
0x00A09D3D	연료0이면침몰해
0x00A09D8A	항구에서 대기
0x00A09E10	콩그 부대는,
0x00A09E38	...도미노,
0x00A09E47	괜찮을까.
0x00A09E8F	아직,
0x00A09F28	더 기다려 스페셜까지 모아
0x00A0A0D6	다시 한 번,
0x00A0A1AB	콩그 부대도
0x00A0A234	이번엔 시간제한
0x00A0A264	적 공장이 있는 한
0x00A0A297	수송 헬기와 수송선을 활용해
0x00A0A2BC	본부 점령을 노려 가자.
0x00A0A303	바다를 넘어갈 수 있어.
0x00A0A3D4	기대에 보답하겠습니다
0x00A0A429	강적일 것 같네.
0x00A0A57B	만만찮은 적이 된 듯하네
0x00A0A5F1	갑자기
0x00A0A63F	포대를 부술 수 있어
0x00A0A77C	젠장
0x00A0A7B6	너,
0x00A0A7BF	정말 할 수 있나
0x00A0A7DF	두고 봐,
0x00A0A800	콩그
0x00A0A85D	살았다.
0x00A0A888	나중
0x00A0A88F	실험대　약속
0x00A0A8D8	그럼,
0x00A0A960	호크가...
0x00A0A9B1	이 지도는
0x00A0A9C0	유닛 배치가 유난히 적어
0x00A0A9E4	이 지도는 직접 어떤 유닛을
0x00A0AA05	배치할지 정하는 생산 지도야
0x00A0AA2C	생산 지도?
0x00A0AA8C	저건 공장이야
0x00A0AA9F	육상 유닛 생산 거점이야
0x00A0AB50	군자금은 거점 수입으로 늘어나.
0x00A0AB94	받아.
0x00A0ABA1	지금 본부와 공장 2개,
0x00A0ABBE	도시 3개를
0x00A0ABFF	도시　공장　점령할　때마다
0x00A0AC43	맞아!
0x00A0AC5E	계속 생산하는 거야.
0x00A0AC77	공장서 A누르면
0x00A0AC88	생산할 유닛을 고를 수 있어.
0x00A0AD2F	수입　늘리려면　보병이나
0x00A0AD5F	중립 도시를 점령해
0x00A0AD76	수송차나 헬기에 태워
0x00A0AD98	먼 도시 점령도 잊지 마.
0x00A0ADC3	공격할 땐,
0x00A0ADD0	육지로 포대까지 갈 수 있고
0x00A0AE35	중전차 등,
0x00A0AEC5	적 점령당하면 큰일이야
0x00A0AEEB	거대　포대에　대해서는
0x00A0AF04	알게 되면 보고할게!
0x00A0B013	색이　조금　변했지
0x00A0B0EC	보면 알 수 있어.
0x00A0B150	색적 지도라는 곳에서,
0x00A0B17C	이동력도 높고,
0x00A0B18D	보병　바주카병과라면
0x00A0B1A4	그럭저럭 싸워
0x00A0B1E2	대공 전차야
0x00A0B25C	로켓포는 간접 공격 유닛이야
0x00A0B2A8	자주포　강화판이라
0x00A0B2DA	그렇게 생각하면 쉬워.
0x00A0B310	도시 위에 두거나
0x00A0B325	수송차를 옆에 두면 좋아
0x00A0B351	생산한 건 대공 미사일이야
0x00A0B3AF	압도적인 강함이 있어!
0x00A0B3E2	신형 전차야!
0x00A0B459	써 보면 알겠지만,
0x00A0B478	공격력은 중전차 이상!
0x00A0B48F	분명 의지가 될 유닛이야!
0x00A0B565	발사　준비만
0x00A0B574	곧 끝날 듯.
0x00A0B59F	직접 지휘하겠다
0x00A0B5FE	저 포대 정보 얻었어.
0x00A0B626	블랙 캐논
0x00A0B655	사정거리가 엄청 넓은 듯해,
0x00A0B6AA	아직　지금
0x00A0B6B5	시제품 같아서,
0x00A0B6C8	2일에 1번
0x00A0B6EC	범위 안에
0x00A0B6FB	강한 유닛 1부대를
0x00A0B710	우선 공격해 오는 듯해.
0x00A0B9DB	저　꼬맹이도
0x00A0B9EA	브레이크를...!
0x00A0BA04	정신 바짝 차려!
0x00A0BAAC	블랙 캐논 공격 때는
0x00A0BB2D	블랙 캐논을 부수면
0x00A0BB46	이 지도는 작전 성공!
0x00A0BC24	이름 따위,
0x00A0BCDA	괜찮은 거야?
0x00A0BD4C	뭐!...
0x00A0BD61	그 뒤 전차 부대는,
0x00A0BDB7	긴급 출동이라 했잖아
0x00A0BE08	...흐음.
0x00A0BE3B	엔진 상태 보고 있어!!
0x00A0BE89	맥스가　아군이라　다행
0x00A0BEAF	나도　그리　생각
0x00A0BEFD	아직 가능해
0x00A0BF49	블랙 캐논 공격...
0x00A0BF67	확실히 성가시지만
0x00A0BF7E	우선 수송 헬기를 써서
0x00A0BF97	저 작은 섬 공장을 점령해
0x00A0BFB6	공장 위치에는
0x00A0BFC9	포격이 닿지 않아
0x00A0BFDE	이번 전투로 알았어.
0x00A0C008	보병을 태워,
0x00A0C074	맥스에게
0x00A0C081	본때를 보이려면
0x00A0C0DA	블랙홀 군 연구소는.
0x00A0C0F7	잘되면　신병기　설계도도
0x00A0C18D	지금 부대 재편성 중...
0x00A0C1B1	전투가　좀　있어
0x00A0C1C2	출격 가능 인원이 적어.
0x00A0C2B9	가자.
0x00A0C30F	주변이 잘 안 보이는 지도지?
0x00A0C34F	익숙하면,
0x00A0C380	콩그 님
0x00A0C3EB	지도가 적 손에 넘어간 듯...
0x00A0C420	그　데이터　지울　때까지
0x00A0C460	7일이면 가능할 듯
0x00A0C48C	설계도를 넘기지 마!
0x00A0C4BB	주변 안 보이는 지도를
0x00A0C518	범위 밖은 잘 안 보여.
0x00A0C539	예로 보병 시야는 2...
0x00A0C557	보병 주변 2칸이 밝아진다는 거네.
0x00A0C5A6	중립 적 거점은 가까이 가야 알아
0x00A0C5D4	이 정찰차,
0x00A0C652	보병　바주카병과라면
0x00A0C669	그럭저럭 싸워
0x00A0C6C0	숲은　시야　안이어도
0x00A0C722	이건 적도 마찬가지야
0x00A0C73B	숲속에 들어가면
0x00A0C750	옆으로　오지　않는　한
0x00A0C780	색적 지도는
0x00A0C7FF	조우
0x00A0C826	적 위치에
0x00A0C87C	숲속에 들어가려 할 때 많으니까
0x00A0C8DF	적 전멸 연구소 점령 승리
0x00A0C8FE	적도　도망칠　준비　중이고
0x00A0C934	보병과 바주카병은 점령 외에
0x00A0C971	보병계는 산 위에 오르면
0x00A0C9AD	마침　위에　산이　있어
0x00A0C9C6	올라가 시험해 봐도 좋겠네.
0x00A0CA69	간접 공격 유닛이
0x00A0CA7C	1부대가 숨어 있는 듯해
0x00A0CAE4	색적 지도는 어떤 느낌이야
0x00A0CBB2	나머지는 싸우며,
0x00A0CC03	숲처럼　옆까지　가지　않으면
0x00A0CC22	유닛이 있는지 모르는 지형이
0x00A0CCEC	간접 공격 유닛이 숨어 있는 듯해.
0x00A0CD90	콩그 님
0x00A0CDDC	신병기 설계도 삭제 가능
0x00A0CE2A	싫지만,
0x00A0CE4C	콩그 님...
0x00A0CF32	이만큼 설계도가 있으면
0x00A0CF60	신병기...
0x00A0CF6D	새 전차를
0x00A0CF8F	신형 전차에 대해
0x00A0D013	도미노 정보에도
0x00A0D04B	이 정도밖에
0x00A0D097	기지로　돌아가
0x00A0D0EA	당했다...
0x00A0D0FC	이 지도는
0x00A0D10B	놔둬도
0x00A0D135	실은 레드스타군 패배가 되는 일은
0x00A0D180	꼭 얻고 싶지
0x00A0D193	한 번 더 도전해
0x00A0D1C5	색적 지도는 순서가 중요해
0x00A0D1F2	시야를 넓혀야,
0x00A0D20B	강한 유닛도
0x00A0D237	보병을　산에　올리거나
0x00A0D24E	정찰차를　전선에　보내
0x00A0D266	적　위치　확인　후　공격
0x00A0D2D0	신형 전차군!
0x00A0D2DD	빨리 써보고 싶어!
0x00A0D33F	콩그
0x00A0D378	이 세계 군사력을
0x00A0D3B4	스네이크　침공
0x00A0D435	이 땅 무리가 코앞까지 와 있어요.
0x00A0D748	갑자기 큰소리를.
0x00A0D7AB	그밖에 많은 물자가
0x00A0D836	어딘가로 보내는 걸까
0x00A0D8AE	분명 이길 수 있어!
0x00A0D8EB	이길 수 있어
0x00A0DA08	저 긴 파이프도 같은 구조라서
0x00A0DA9F	파이프를 볼트로
0x00A0DB53	먼저 중앙 공항을 제압하면
0x00A0DC94	콩그 님
0x00A0DCA1	적이 파이프 약점을 알아챘습니다
0x00A0DD45	적　부대　갖춰지기　전에
0x00A0DDD0	콩그
0x00A0DEAB	곧 알게 돼.
0x00A0DF00	얘긴　아직　안끝나
0x00A0E02A	그래서 너희가 정말 도와줬어.
0x00A0E0C7	어서　타국　상황을
0x00A0E1BD	분명 이길 수 있어
0x00A0E1DB	먼저 노리고 싶은 건
0x00A0E243	정면　힘싸움은　맥스가
0x00A0E269	점령 노리면 도미노가 좋겠네.
0x00A0E299	회복　능력　보유
0x00A0E2F3	한　방법이야
0x00A0E325	내가　적을　쓰러뜨렸어
0x00A0E398	이봐,
0x00A0E408	블랙홀이 또 왔나봐.
0x00A0E443	그놈들,
0x00A0E464	그럼,
0x00A0E46F	바로 출격한다!
0x00A0E484	적은 어디냐?
0x00A0E4A1	료.
0x00A0E4B1	코스모랜드엔 없어.
0x00A0E4E8	이 세계...
0x00A0E4F7	세계에는
0x00A0E50D	대륙이 몇 개 있는 건 알지?
0x00A0E550	정말
0x00A0E559	아무것도 모르네.
0x00A0E574	뭐야
0x00A0E580	 무시한 거야?
0x00A0E59C	모르는 녀석을
0x00A0E5B4	모른다 했을 뿐이야.
0x00A0E5D8	그만
0x00A0E5E8	 그럴 때가 아니야!
0x00A0E611	아무튼
0x00A0E618	캐서린 말로는
0x00A0E630	전장은 매크로랜드야.
0x00A0E65C	레드스타 말고도
0x00A0E680	다른 나라도 위험하대.
0x00A0E6A0	그럼,
0x00A0E6AD	블루문과
0x00A0E6BC	옐로코멧...
0x00A0E6D4	그리고,
0x00A0E6DD	그린어스도.
0x00A0E6F2	모두,
0x00A0E6FB	어서 매크로랜드를
0x00A0E71A	지키러 가겠지.
0x00A0E738	됐다!
0x00A0E745	또,
0x00A0E74C	다들 만나겠네!!
0x00A0E768	료,
0x00A0E771	이건 전쟁이야.
0x00A0E786	기뻐할 일은 아니야.
0x00A0E7A8	그래,
0x00A0E7AF	다들 만나는 건
0x00A0E7C4	기뻐!
0x00A0E7D1	어서
0x00A0E7D8	매크로랜드로 가자!!
0x00A0E7FC	기다려
0x00A0E807	료!
0x00A0E819	도망갔네.
0x00A0E831	 어차피 매크로랜드에 가면
0x00A0E855	싫어도 싸워야 해.
0x00A0E876	벌써 기죽지 마.
0x00A0E8AA	신경　쓰이는　점
0x00A0E906	기존 전법이 안 통할지도...
0x00A0E9F2	강 건너 적 부대를 확인했습니다.
0x00A0EA53	다른 작전 중이라,
0x00A0EAAC	좋은　판단
0x00A0ED24	그건　그렇고　무례하네
0x00A0EDB9	다음엔 용서 안 해!
0x00A0EDF4	다리 왼쪽 도시서 매복,
0x00A0EE2D	뒤에 간접포를 배치해 엄호하거나,
0x00A0EE59	아래　도시서　회복도　중요해
0x00A0EEC8	보병계는 강을 건널 수 있단 걸,
0x00A0EF43	분명 이길 수 있어!
0x00A0EFA0	콩그 님
0x00A0F0AB	나는 콩그다
0x00A0F0C0	콩그
0x00A0F1AA	시끄럽게　구는　놈은　부순다
0x00A0F22C	싸움은 흥분한 쪽이 져.
0x00A0F2D5	마음　가라앉혀
0x00A0F2F1	저 녀석 쓰러뜨려
0x00A0F4A0	콩그라고 했던가
0x00A0F583	근처 공장과 항구를 차지해
0x00A0F5CD	레이저 위 다리 근처에서
0x00A0F60D	적 본부가 무방비면
0x00A0F680	담엔 안 져!
0x00A0F807	만만찮은 적이 된 듯하네
0x00A0F8C8	저 포대 파괴 가능.
0x00A0F920	다치기만　해
0x00A0FA60	콩그
0x00A0FAB3	이걸로 놈들을 부술 수 있어!
0x00A0FADC	나중에
0x00A0FAE3	실험대 약속은
0x00A0FAFB	잊지 마 알겠지
0x00A0FCBD	적 연구소 공격 작전 중입니다
0x00A0FD0E	블랙홀군의 신병기라던가
0x00A0FD7F	병력 출격할까?
0x00A0FDD3	이 작전을 성공시켜야 해
0x00A0FE1D	작전을 계속합니다
0x00A0FE40	놈들에게 료 부대의
0x00A0FE57	실력을 보여 줘!
0x00A0FEED	안 물었어
0x00A0FF8F	료
0x00A10026	그 뒤 전차 부대는
0x00A10105	엔진 상태 보고 있어!!
0x00A10136	돌아간다
0x00A10177	나도 그래
0x00A101D9	아직 가능해
0x00A10214	제 말 들어줘요
0x00A102DB	공장을 점령하는 것도 방법이야
0x00A10302	공장 점령도 물론 중요하지만
0x00A10328	먼저 적 생산을 막아야 해.
0x00A105DD	급습해　기지　점령
0x00A105FA	잘하면　적　군사력　정보를　얻어
0x00A106B0	미사일 기지를 배치한 듯해.
0x00A106D5	쉽지는 않을 것 같아.
0x00A10749	여기만이 아니거든~
0x00A10862	지금은 적 기지를 점령한,
0x00A108D0	하나씩　제압하죠
0x00A109E2	먼저 차지할 곳은
0x00A10A4A	블랙　캐논　공략이　수월할　듯
0x00A10AC2	차량계　이동　어려운　지도라
0x00A10C38	어쩌시겠습니까
0x00A10C9E	무섭지 않다!!
0x00A10D9E	네 싸움 방식은
0x00A10DFF	우리 적답다
0x00A10E1F	나 말곤 감당 못 할지도.
0x00A10E88	나랑싸우면
0x00A10EC4	내 도전을 받겠나?
0x00A10EDC	걸어온 싸움은 받는다!
0x00A10F3E	먼저 전멸하면 패배다.
0x00A1107F	아무래도 내가 진 듯하군.
0x00A11105	퇴각하는　듯합니다
0x00A11187	대체 뭘 하는 거야!
0x00A11228	적　강습으로　큰일이야
0x00A113C7	다음엔　용서　안해
0x00A11401	방심할 수 없는 상대였는데
0x00A11488	목숨 구걸?
0x00A1149F	내게 다시 도전하겠다는 건가?
0x00A11511	그것도 못해,
0x00A1157B	이번엔　내　도전장이다
0x00A11684	부대를　집결시키는　듯합니다
0x00A116B8	정보에　따라
0x00A116F1	붙잡은 적병을 모아
0x00A117B2	직접 공격밖에 모르는
0x00A117F0	간접포의 무서움을.
0x00A11850	그런 말은 아니야.
0x00A11869	잠시 살펴보면,
0x00A118A0	적은 간접부대 중심으로
0x00A118BD	기다리고 있어.
0x00A118DB	돌격하면 적 뜻대로야
0x00A11959	붙잡힌 녀석들이
0x00A119D3	우리　작전　실수로
0x00A11A0F	그렇게　말한다면
0x00A11A9E	뒤를　부탁해
0x00A11C3C	군을 멋대로 움직이면 안돼,
0x00A11E4E	내가 봐도 훌륭한 작전입니다.
0x00A11F78	저거네
0x00A11FB1	신병기 도면을 얻을지도...
0x00A12043	지금 부대 재편성 중...
0x00A1205E	얼마 전 전투로
0x00A12076	출격 인원이 적어.
0x00A120E0	내가 허락할까?
0x00A120F8	괜찮아 도미노
0x00A12145	의욕도 있어
0x00A12158	콩그 님
0x00A121BE	지도가 적 손에 넘어간 듯...
0x00A121F0	그 데이터 삭제까지
0x00A12230	7일이면 가능할 듯
0x00A1225D	설계도를　넘기지　마라
0x00A1238D	신형 전차 생산 가능해
0x00A123A6	이번 승리는 큰 의미야
0x00A123C1	오늘은 기지서 축배야
0x00A1243E	연구소 폭파해
0x00A124AE	여긴 그냥 보내죠
0x00A124D6	조금 아쉬워하더군...
0x00A12520	신무기를 만들 기회였으니까
0x00A1257F	활기는　어디　갔어
0x00A125E5	빨리 써보고 싶어!
0x00A1261C	료
0x00A12625	시간 없다고 해서
0x00A12664	보병계를 산에 보내
0x00A126A9	함부로 전진하면
0x00A126E5	나아가기 쉽다고 해서,
0x00A12779	난 캐서린 사령관과
0x00A1278E	달리 아직 젊다고
0x00A12834	고생하는 모양이군요
0x00A1284E	콩그
0x00A12884	이 세계 군사력을
0x00A12897	한 번 보려 했습니다, 큭큭큭.
0x00A128C0	스네이크　침공
0x00A128F5	내버려 둬도 괜찮나?
0x00A12940	이 땅 사람들이
0x00A12952	바로 코앞까지 왔습니다.
0x00A12B5D	뭔가 알면 바로 보고할게.
0x00A12BDF	갑자기소리쳐
0x00A12C20	공격만은 아니야
0x00A12C43	그 밖의 물자가
0x00A12C8E	병기를 생산하던 거야
0x00A12D40	분명 이길 수 있어!
0x00A12D7B	분명 이긴다
0x00A12DE8	콩그 포기해
0x00A12EC7	곧 알게 돼.
0x00A12F11	어이　얘긴　아직이야
0x00A12F75	다른 군에도 알려 두는 게 좋겠어?
0x00A1302F	위험했을지도 몰라
0x00A13042	그래서 너희에게 정말 도움받았어
0x00A13083	다른군상황을
0x00A13111	승리 축하연 열자!
0x00A1317C	분명 이길 수 있어
0x00A13191	이런 육로 지도라면
0x00A131E2	한 방법이야
0x00A13211	내가 적을 쓰러뜨렸어
0x00A132BA	쉽게 이기게 두진 않네・・・
0x00A132F8	분명 이길 수 있어
0x00A13310	캐서린 사령,
0x00A13359	먼저 노리고 싶은 건
0x00A1339B	잘 안 풀릴 때는,
0x00A133DC	한 방법이야
0x00A13407	점령 노리면 도미노가 좋겠어.
0x00A13437	회복　능력을　가진
0x00A135C8	바보놈
0x00A135D3	예전 놈들에게
0x00A135E2	영토가 엉망진창이 됐잖나.
0x00A1361E	우리 영토에서 적을 몰아내자!
0x00A136A5	바보놈
0x00A1370C	본부에　배치됐습니다
0x00A1382E	마음 편히 힘낼게
0x00A13844	이놈은　나쁜　본보기다
0x00A138D7	아냐 아냐
0x00A138E3	그 숟가락 만지지 마라.
0x00A13929	그 위험한 걸
0x00A13977	놀이터거든
0x00A139B5	준비됐느냐
0x00A13A59	앞에 마을이 있다
0x00A13A6E	거기서 잠시 쉬자!
0x00A13AA9	기분　좋네요
0x00A13ACA	눈이라도 오려나
0x00A13BA7	군에 든 뒤로는
0x00A13BB8	오랫동안 못 돌아갔지만,
0x00A13BD3	훌륭해진 이 몸을 보고
0x00A13C2B	잘난 자기 모습을
0x00A13C75	보이기 시작했다
0x00A13D8B	광장은어찌됐지
0x00A13DBE	이것저것　시험　중
0x00A13F30	적이 신병기를 만드는 듯해
0x00A13F7D	전투도 한결 수월해져.
0x00A13FA3	마음에　안　드는군
0x00A13FF7	이번엔　한번　가　봅시다
0x00A140D2	이쪽엔　광장이　있어서
0x00A14108	늦게까지 놀았었지.
0x00A141CA	네놈들　절대　용서　못해
0x00A141E8	우리　나라　되살때까지
0x00A14260	우선 중앙 공장을
0x00A1430F	네놈　도움은　필요　없다
0x00A143B4	우선 중앙 공장을
0x00A143E7	욕심내 너무 파고들면
0x00A14400	아픈 꼴을 볼 테니
0x00A144AF	네놈 도움은 필요 없다
0x00A144D7	이 몸이 직접 지키겠다!
0x00A1459B	어서　정신　차려라
0x00A145CE	이 산을 지켜라
0x00A145FA	왜 그렇게 느긋하냐
0x00A14620	그렇게 흥분 말고.
0x00A14635	안 될 때는
0x00A14645	얼른 도망치면 그만이야
0x00A1466E	그리 무모하진 않겠죠
0x00A146D9	진지한 표정이군
0x00A1479C	바로 그 말입니다
0x00A14806	드릴 말씀이 있습니다
0x00A1485C	합류하시겠습니까
0x00A148CD	진심으로 나라 지킬 생각 없겠죠
0x00A14905	목숨 거는건
0x00A14912	어리석다 생각 안 합니까?
0x00A14965	오기 전에
0x00A14980	마을을 지나왔지만...
0x00A149A0	모두 짓밟는 데
0x00A14A16	우리　군에　합류하면
0x00A14A2E	현명하지 않겠습니까
0x00A14A78	나라니 영토니
0x00A14B20	사는 사람들까지
0x00A14B33	멋대로 할 순 없어
0x00A14B60	마을을　멸한
0x00A14B96	전력　차가　있더라도
0x00A14C43	이놈들도 짓밟아라!
0x00A14C63	오른쪽 끝에 본적없는 거점.
0x00A14CE2	보병이나 바주카병이 닿으면
0x00A14CFD	미사일 1발 발사 가능.
0x00A14D1E	사정거리는　지도　전체다
0x00A14D86	내　사격　실력과　겨뤄　보자
0x00A14DB0	바보놈
0x00A14E14	자세히　알고　싶다면　R로
0x00A14F70	그게 상관 대하는 태도냐!
0x00A14F8B	거기　서라
0x00A14FFB	한숨 잘 테니까.
0x00A15064	이건
0x00A1506D	장식은 아니거든
0x00A150E3	내 제안을 거절한
0x00A1515D	저놈이 중전차대에 정신 팔려
0x00A15189	산 넘어 공격하는 겁니다!
0x00A151D5	근처 적을
0x00A1524E	우리 북방에
0x00A15287	단숨에 쳐들어올
0x00A15298	기척이 보입니다
0x00A152F0	그래서 아니겠습니까
0x00A15366	바로 대응은 가능하지만,
0x00A15386	함정일 수도 있다.
0x00A1539C	함부로　이동　불가
0x00A153F0	감탄할 때냐!
0x00A1561A	어디 한번 힘내 봐
0x00A156A2	지휘관 판단은 장병 목숨을 쥐고 있어.
0x00A156CD	의욕은 좋지만
0x00A157F2	수염이든　비쩍마른　놈이든
0x00A15828	어쩌시겠습니까
0x00A15839	대기 중인 부대가
0x00A15851	공격 명령을,
0x00A15862	그리 말합니다만
0x00A15878	둘 다 안 온다면
0x00A158E9	단숨에　밀고　들어가면　돼
0x00A1597C	정말 적이 후퇴했어?
0x00A15AA0	아직 싸움은 시작일 뿐.
0x00A15BAF	지휘관 판단은 목숨을
0x00A15BF9	먼저 중앙 공항 점령
0x00A15C14	그곳을 발판 삼아 본부를 노리자.
0x00A15C5A	두 사람을 위해,
0x00A15C6D	다음엔 꼭 이긴다
0x00A15CC5	장난감으로 만들 뿐인걸~
0x00A15CFB	레이저포　피해는
0x00A15D10	우리 군에도 피해가 있는 듯합니다
0x00A15DBA	레이저　사거리엔
0x00A15E0F	두 분 위해서라도
0x00A15EF6	정면공격은
0x00A15F8D	곤란한　분
0x00A15FA5	우린 뭘 하면 되지
0x00A15FCF	나랑 정보 모으자.
0x00A16026	맘대로안돼
0x00A1607D	무슨 일로 왔느냐
0x00A16094	방금 말한 대로다.
0x00A160E6	타국 힘 빌리지 않아도
0x00A16298	저 거대 기지 공략법을 알아냈어
0x00A1632C	보내는 모양이다
0x00A16367	아무것도 못 한다는 거지.
0x00A163D1	파이프가 막아서
0x00A16424	지나갈 수 있어
0x00A1646E	이 몸도 알고 있었지만
0x00A16533	어떻게든 해야 해
0x00A165D9	이제 미사일은 발사 못 해
0x00A16650	나 혼자도 이겼겠지만.
0x00A16709	벌써 가나?
0x00A1671C	준비가 끝난 뒤에
0x00A16770	더는 오지 않아도 돼
0x00A167E0	네놈 힘 따위,
0x00A16883	파이프는　적도　아군도　못　넘어
0x00A168AE	아래　파이프를　안　부수는　방법도
0x00A168F9	결정은　두목　지휘에　달렸어
0x00A1691C	어디 한 번 실력을 구경해 볼까.
0x00A1694D	두 분 힘을 믿습니다
0x00A16A3D	향후　전략을　짠다
0x00A16A7F	도시 방어 맡겠습니다.
0x00A16AA1	걱정　필요　없다
0x00A16AC7	여긴 적이 올 일 없어.
0x00A16B13	믿음　안　가거든
0x00A16C79	내가 정신 차려야 해.
0x00A16CED	마음대로 점령해야지.
0x00A16D64	곧　원군　온다
0x00A16DE6	14일 끝날 때까지
0x00A16E4F	약해지면 안 돼
0x00A16EF0	피해만　늘겠고
0x00A16F03	여긴 도망쳐야겠다.
0x00A16F9E	제 몫 하는 사령관이 되었나요?
0x00A1718B	싸워 이기는 건 생각 안 해도 됩니다.
0x00A171C5	끝까지 지켜 주세요!
0x00A17212	아군　승리가　보인다
0x00A17281	남이 말하는 중에…
0x00A172A7	숲속에 적이 숨어 있어.
0x00A172D4	이상한 병기까지
0x00A1738D	그　큰　포대　상대라면
0x00A1766D	아무리 힘 있어도
0x00A17710	숲 넘어 아군 본부에 닿아라.
0x00A17771	숲속이면 캐논 공격도 안 받아.
0x00A177C5	본부 점령당하지 않게,
0x00A178B7	너희가 적대한 상대다.
0x00A179BA	이젠 전진뿐이다!
0x00A17A1D	왜그래,
0x00A17A31	네 간접 공격이면 이길 텐데
0x00A17A6F	소란 떨지 마라.
0x00A17AAC	그렇지만,
0x00A17B29	숲 속은 나아가기 힘들죠.
0x00A17B4C	수송차를 아끼고,
0x00A17BF2	다음엔 나도 활약해야지.
0x00A17CAC	우리　영토에
0x00A17D11	영문 모를 놈들에게
0x00A17DB9	여기가 녀석들 연구소다.
0x00A17E09	내 영토에서 멋대로 굴지 마!
0x00A17E2C	너무 나서잖아,
0x00A17F88	다음 전투에 생산 가능
0x00A17FF9	우리 군엔 적 없다!
0x00A1801B	이제　싸움이　편해
0x00A1809A	놓치다니...!
0x00A180EA	우선 다리 옆 공장부터
0x00A18139	적 본부 공격도
0x00A1853B	언제든 갈 수 있어
0x00A18658	상관을　뭐로　보나
0x00A18740	내 손으로 해결한다!
0x00A18785	우리　군도　일손　부족
0x00A187A7	이쪽에서 도움을 청한다.
0x00A1887E	언제든 출격 가능!
0x00A1889F	타국에 뒤처지지 않게,
0x00A18907	블루문 위기를 먼저 알아채고,
0x00A18A34	숲속 전투네...
0x00A18A48	손이　근질해!
0x00A18B6C	한번 해볼까!
0x00A18BB9	반드시　이겨　보이겠다
0x00A18C04	멋대로는 안 된다
0x00A18C18	이 지도는
0x00A18CE1	좋아 블루문에 이어 가라
0x00A18EBE	어색해
0x00A18F69	나리의 자식 취급당하면 못 견디지.
0x00A190AF	싸움　아직　계속돼
0x00A19251	이제　안심!
0x00A19260	우리도 고국으로 갑시다!
0x00A19324	내　승리는
0x00A1938F	앞으로　적은　어쩔까
0x00A19482	괜찮은　생각　아닌가
0x00A194EC	외부 우군에게는
0x00A19553	파이프　직접　노릴　수도　있어
0x00A1959A	정면으로 노리긴 꽤 힘들어 보여.
0x00A195E3	우리가 적을 묶는 사이에
0x00A19774	반격　나서나
0x00A1978E	나도 도움이 될 수 있겠어.
0x00A197D3	자기 나라 위험한데
0x00A197E9	타국서 전략 연구라니.
0x00A19871	제일　눈에　띄는　곳에
0x00A199A0	그렇겠지만
0x00A199CA	해상전은 내게
0x00A19A43	예정대로　완성되나
0x00A19A98	왜그래?
0x00A19B38	눈치챌 때쯤이라 생각했다.
0x00A19C6F	（어떡할래？
0x00A19C7F	요새 완성되면
0x00A19C93	우리 피해가 커진다.
0x00A19DDB	적 요새를 완성해,
0x00A19DF9	고통받는걸
0x00A19E06	보고만 있을 겁니까!
0x00A19F11	별수 없다.
0x00A19FA7	요새부터 처리해.
0x00A1A048	싸움은 이제 시작됐어.
0x00A1A06E	험난한 싸움 계속된다.
0x00A1A0AF	우린 지지 않습니다!
0x00A1A0D9	누구에게도 안 져.
0x00A1A117	그린어스 공중 부대와
0x00A1A189	녀석들이 아무리 최강이라 해도,
0x00A1A1E4	지상　공격력은　크게　떨어져
0x00A1A20F	잡담은 됐다
