address,japanese,korean,length
0x00546C37,箋箒箏,서신·빗자루·쟁,22
0x00546CA4,炳炮狢,빛남·포격·오소리,25
0x00546CEB,猖猝猴,날뜀·급박함·원숭이,28
0x00546CF4,猩猥猾,성성·외설·교활함,25
0x00546D09,萵裄赳,상추·소매·나아감,25
0x00546D76,瓠瓣瓧,표주박·꽃잎·기와,25
0x00546DA5,畸當疆,기형·당면·경계,22
0x00546E21,瞼瞽漓,눈꺼풀·맹인·흐름,25
0x00546E38,碪碯磑,숫돌·숯돌·맷돌,22
0x00546EA7,禺秉秕,꼬리별·받듦·쭉정이,28
0x0054C0BF,矢赧誅,화살·수치·처단,22
0x0054C1C3,棊鯑軫,기희진,9
0x0054C292,掟咒瞭,정주료,9
0x0054C569,匯譎朏,회휼비,9
0x0054C622,鰺冽寮,소렬료,9
0x0054CF68,段稍殆,단초태,9
0x0054F206,蝿魯刪,승로산,9
0x0054F657,根鰰忽,근신홀,9
0x0055181F,週姥髭,주모자,9
0x00551E1D,ц僣匪,ц참비,8
0x00552EF7,飢群慌,기군황,9
0x00552F00,讐寝漸,수침점,9
0x00552FB7,蘂襤蹉,예람차,9
0x00553229,劔悼劔,검도검,9
0x005532AC,鉗酌鉗,겸작겸,9
0x00553540,區尨區,구방구,9
0x00553555,苹匯道,평회도,9
0x00553711,葵濠虻,규호맹,9
0x00553BB3,勦給勦,초급초,9
0x00554725,鞏蒔鰡,공시류,9
0x005548D6,穐轄決,추할결,9
0x00554AE7,基岡夭,기강요,9
0x00554D33,營乘勦,영승초,9
0x00554F59,宀凌叟,면능수,9
0x00555998,亂實宛,난실완,9
0x00555D1E,孤喬圉,고교어,9
0x0055608B,汚叭甑,오팔증,9
0x00556FD2,鎌亂肝,겸난간,9
0x005573CF,蕷襦躅,여유촉,9
0x0055753C,就植羨,취식선,9
0x00557840,劒噎啀,검열애,9
0x00557E4B,悦化嚔,열화체,9
0x0055801F,梨娶蝎,이취갈,9
0x0055867A,蹤ャ緲,종야묘,9
0x0055891A,蝠弸厠,복붕측,9
0x00558FB0,葵逢ｂ,규봉비,9
0x005593E2,現崕朽,현애후,9
0x0055989C,甸剖甸,전부전,9
0x00559FE6,惑刪僉,혹산첨,9
0x0055A341,長惱劔,장뇌검,9
0x0055ACCB,擯呀岬,빈아갑,9
0x0055B1CA,瘤霆稲,유정도,9
0x0055B1E6,卷鯲刮,권추괄,9
0x0055B47E,違試允,위시윤,9
0x0055B80B,輝訓恒,휘훈항,9
0x0055B81D,撤捻姫,철념희,9
0x0055BF06,勦劔撕,초검시,9
0x0055C271,劑譁叨,제화도,9
0x0055C282,冉叨飭,염도칙,9
0x0055CBC8,荻刪勳,적산훈,9
0x0055CBD1,荻坎囮,적감와,9
0x0055D3B1,鞭悦舗,편열포,9
0x0055D68F,姥郵沿,모우연,9
0x0055DD20,巻巻價,권권가,9
0x0055EADA,┷嶋郁,도도욱,9
0x0055EE23,沿隱羽,연은우,9
0x0056025C,邸如鼻,저여비,9
0x00560CE5,齢慘冽,령참렬,9
0x00561F9D,尸厠恙,시측양,9
0x005628BB,曜綾啜,요릉철,9
0x00562940,甥仆汚,생부오,9
0x00563208,鴎囮勦,구와초,9
0x0056358D,齷援剱,악원검,9
0x0056359A,魚劔將,어검장,9
0x00563AE1,勣壜咋,적단작,9
0x00563C17,茜兢蟠,천긍반,9
0x00564037,椦冏框,경광,6
0x005642B8,依娶劒,의취검,9
0x005644F1,映幕冉,영막염,9
0x00564807,自巖椽,자암연,9
0x0056482C,實稔嶼,실임서,9
0x00564A62,實亂冽,실난렬,9
0x00564BE7,慘憚計,참탄계,9
0x00564DD4,劍喚活,검환활,9
0x00564EB9,児啅自,아탁자,9
0x0056554A,蘂襤蹉,예람차,9
0x00565BED,尸壑坎,시학감,9
0x0056697C,毎閔悦,매민열,9
0x005669A0,呱匚亶,고방단,9
0x005669B0,冕龠等,면약등,9
0x005691B2,刮弸僮,괄붕동,9
0x005A375F,コメント,코멘트,9
0x005C98EA,ａ＝＝＝＝＝＝硫,번역 불가,13
0x005C9AC1,泓葬国泊葬窓株勍,번역 불가,13
0x005D2D6D,囁拷健燈博給穀妛,번역 불가,13
0x005DA256,粐蓙鉗鳬鳬鳧韈鉗粐珎,판독 불가,13
0x0063B63D,沮惧惧惧惧惧惧悵,번역 불가,13
0x0065CFEE,沱悍囹劍末封粕惆,번역 불가,13
0x0065E7D4,泝濫聡詩誌蒼繭洟,번역 불가,13
0x0065E96D,攪葡錘轟克崇蕗擇,번역 불가,13
0x0065EA3B,撕亦錘詩誌蒼繭洟,공격,6
0x0065EB07,泅俣随轟訣書迫屏,이동,6
0x0065EBD5,椢欄聡詩試崇蕗擇,방어,6
0x0065ECA2,恫白庶轟克崇蕗椒,점령,6
0x0068F3E8,嵐視援演給藷蕗擅,지원 사격,13
0x0068F746,恂綜糾滑去蒼沫圈,정찰,6
0x0068F7F4,恬衷麹濠刻樗吏悖,보급,6
0x0068FB55,棘蕪酔血血涛蕗屓,철수,6
0x0068FC02,撕撫渚麹刻涛蕗據,대기,6
0x0068FD5C,悁俣緒緒緒当繭悖,부대 배치,13
0x0068FF65,尢柏瑞数数粕覧椶,보병,6
0x0069016B,椦覧粕粕瑞粕李椶,전차,6
0x00690219,泅欄涛盗涛欄履泯,포병,6
0x006B77CF,蓐鱠鱶蒿聽裹聿跪,전투기,9
0x006F711A,瞠珸蒹蒟裹裹裹跚鴈,번역 불가(문자 깨짐),28
0x006F71BE,粫聽蒟裹蒟裹跚鴃,폭격기,9
0x006F7302,聿矣聽聽聽聿褂鴃,수송기,9
0x006F89FD,珮粤蒟跚鉗鉞聶矜,전함,6
0x0072CA7C,泅濫註緒緒瑞樗楓履泙,판독 불가,13
0x0072CB3C,沺撓嵐詞賜蘭緒麿劔,번역 불가(문자 깨짐),28
0x0072CB91,剩鋳錘轟訣緒署瀦吏悄,판독 불가,13
0x0072CBF4,恫柏詩詩活且随嵩侭屓,판독 불가,13
0x0072CC5A,泅又註潔且蒼綜助悖,번역 불가(문자 깨짐),28
0x00737198,訣訣訣訣訣轟諮巻,미사일,9
0x007371F9,囎相視轟轟轟轟轟轟轟轟轟轟轟轟轟轟豪資囹,囎相視轟轟轟轟轟轟轟轟轟轟轟轟轟轟豪資囹,60
0x0073726A,欄鰹去去訣訣月供,기지,6
0x0073732F,速嚴柱轟轟轟轟轟轟轟轟麹麹麹訣訣訣訣件葺,速嚴柱轟轟轟轟轟轟轟轟麹麹麹訣訣訣訣件葺,60
0x007373CC,屏赴轟轟轟麹麹訣訣訣訣血世,屏赴轟轟轟麹麹訣訣訣訣血世,39
0x007384DE,総月訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣雌弌,総月訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣雌弌,63
0x0073856A,恚兆送尸祷劈卵燈囎武数劼,恚兆送尸祷劈卵燈囎武数劼,36
0x0073861C,嚴轟麹麹麹麹麹麹麹麹麹轟轟轟轟麹剥騒,[문자 깨짐],15
0x007386AB,荘聡柱麹国鱒蒼貯囗洶,판독 불가,13
0x0073A6C3,利鰹去去牛訣訣訣訣訣血草諮蒲国曙搨橋岔,번역 불가(깨진 문자열),31
0x0073B276,幅喋梔衰詩窓視視詞詞轟視詞視曙曙秤弗泱,번역 불가(깨진 문자열),31
0x0073B913,尅訣訣麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹訣訣訣訣圏,해독 불가,13
0x0073B9A0,書麹訣訣訣訣訣訣麹轟轟轟轟轟轟轟轟轟糟李洵,書麹訣訣訣訣訣訣麹轟轟轟轟轟轟轟轟轟糟李洵,63
0x0073BA11,注訣轟轟轟轟轟甑,승리 조건,13
0x0073BA57,沚轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟豪肇,,42
0x0073BFA2,牛訣訣訣訣訣訣訣血鯛,판독 불가,13
0x0073BFCB,且訣訣訣訣血麹屆,판독 불가,13
0x0073C5DE,摧麹訣訣訣訣訣訣訣麹麹麹麹麹麹麹麹麹麹轟轟轟轟轟刻理,摧麹訣訣訣訣訣訣訣麹麹麹麹麹麹麹麹麹麹轟轟轟轟轟刻理,78
0x0073D2F3,囈伯轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟麹蔓,해독 불가,13
0x0073D3EB,剌訣訣訣訣訣訣倦,판독 불가,13
0x0073D432,伯轟麹麹訣麹麹麹麹麹麹麹麹麹麹麹麹轟轟轟逃,伯轟麹麹訣麹麹麹麹麹麹麹麹麹麹麹麹轟轟轟逃,63
0x0073D4B2,赴詞轟轟轟轟轟轟轟轟麹麹麹麹麹麹麹訣叙衍,赴詞轟轟轟轟轟轟轟轟麹麹麹麹麹麹麹訣叙衍,60
0x0073D54D,椒雷轟轟轟轟轟麹麹訣訣血瀬,椒雷轟轟轟轟轟麹麹訣訣血瀬,39
0x0073E091,猿訣麹麹麹訣訣訣訣,번역 불가(문자 깨짐),28
0x0073E6FC,雷轟轟轟轟轟轟轟轟轟轟轟麹麹麹麹麹麹麹麹麹麹訣訣訣訣訣訣訣轟澄,해독 불가,13
0x0073E787,嚶轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟淵,嚶轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟淵,69
0x0073E7FA,克去訣訣訣訣訣訣示,번역 불가(문자 깨짐),28
0x0073E841,酔麹訣訣訣訣訣麹麹麹轟轟轟轟轟轟轟轟轟轟豪塀,,44
0x0073E8BF,苑柱轟麹麹訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣月噛,[문자 깨짐],15
0x0073E95C,総酔轟轟轟轟轟轟轟轟麹麹訣月剌訣倹詞董速,総酔轟轟轟轟轟轟轟轟麹麹訣月剌訣倹詞董速,60
0x0073F404,轢膚宙翠所所暑視至所,판독 불가,13
0x0073F42E,桃訣訣訣訣訣訣兼敖,번역 불가(문자 깨짐),28
0x0073FA77,叶縁鰹兜居阜轟轟麹怛,판독 불가,13
0x00748D05,攪滑ム÷÷私ｓ墅,판독 불가,13
0x00748DDF,÷÷÷ロ悼決去ц腰密,판독 불가,13
0x0074A49D,о÷÷÷÷÷÷÷÷÷÷÷,о÷÷÷÷÷÷÷÷÷÷÷,24
0x00755B49,栫°拠＝＝＝＝＝欠＝建,栫°拠＝＝＝＝＝欠＝建,32
0x0076FB29,砌肆粐鞴蒻鳬韭鉅,판독 불가,13
0x00776889,椌尹剽抹白酎随試麹訣結結血訣克緒髄駐舶利剱撼,椌尹剽抹白酎随試麹訣結結血訣克緒髄駐舶利剱撼,66
0x0078FF5C,妙蔓沍酔兼血随圄屮,번역 불가(문자 깨짐),28
0x0079046B,眺柱恁圏倦克血血血血血肩泛,眺柱恁圏倦克血血血血血肩泛,39
0x007906D0,淦拳阜囁血血盗椨,판독 불가,13
0x00794E36,倹牛血緒随据獄菅,판독 불가,13
0x00798C1E,劒劒劒劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔囹圄,해독 불가,13
0x0079902E,劒劔劔囮囮囗悚圈,판독 불가,13
0x007991C6,囮囮囮囮囮囮囮囮囮劔丶,囮囮囮囮囮囮囮囮囮劔丶,33
0x0079965F,劒劒劔劔劔劔劔劔劔劔劔劒劒劒劒劒劒辨崕,번역 불가(깨진 문자열),31
0x007AA3E6,椌尹剽蘭覧吏劒圀屎撼,椌尹剽蘭覧吏劒圀屎撼,30
0x007AA4CF,椌尹剽覧覧吏圀撼,판독 불가,13
0x007AA620,撓剽蘭覧覧劒屎棕,판독 불가,13
0x007AA6F9,椌屁囮覧覧覧劒屎撼棍棍棧,椌屁囮覧覧覧劒屎撼棍棍棧,36
0x007AA9B3,椌尸覧蘭覧覧劔圀屎,번역 불가(문자 깨짐),28
0x007AE2E8,珮矣珥珥珥矣矣肆鉞,번역 불가(문자 깨짐),28
0x007AE5C6,聽璢蒹蓍蓊聽珀珥珥珀,聽璢蒹蓍蓊聽珀珥珥珀,30
0x007BA507,囁窮р＝≠ｂａ÷,판독 불가,13
0x007BADAA,恣級опャхｊ泊徐,번역 불가(문자 깨짐),28
0x007BB63A,搏聡ф随葬当遂紙♀蒼妛,搏聡ф随葬当遂紙♀蒼妛,32
0x007CA3BB,珀珥矜粃聹葢裘趙鞜,번역 불가(문자 깨짐),28
0x007D692B,仝〃ゞ５ヾ＿￣∪,판독 불가,13
0x007D6BA1,ＪＪ（Ｊ（ＪＪ（Ｊ（Ｊぢ,문자 깨짐,13
0x007D6E7F,仝〃ゞ５ヾ＿￣∪,판독 불가,13
0x007D81B8,〜…“］〈「』−,판독 불가,13
0x007D83CE,〕）”’‥｜〜／,판독 불가,13
0x007D93BF,υυυ菖υυυ衝,판독 불가,13
0x007DAE75,、。，．・：？：．。　А、。．：・．，，。、,、。，．・：？：．。　А、。．：・．，，。、,65
0x007DB186,‐〜…“〔］『】＋×,‐〜…“〔］『】＋×,29
0x007DB6AA,ァゥ　．，，，。,판독 불가,13
0x007DBA24,ガガガ,두두두,9
0x007DBA34,ガガガ,두두두,9
0x007DBA42,ガガガ,두두두,9
0x007DBA50,ガガガ,두두두,9
0x007DBA7D,ガガガ,두두두,9
0x007DBA98,ガガガ,두두두,9
0x007DBAA8,ガガガ,두두두,9
0x007DBAB6,ガガガ,두두두,9
0x007DBAC4,ガガガ,두두두,9
0x007DBAD9,ガガガ,두두두,9
0x007DBAE7,ガガガ,두두두,9
0x007DBAF5,ガガガ,두두두,9
0x007DBB24,ガガガ,두두두,9
0x007DBB34,ガガガ,두두두,9
0x007DBB42,ガガガ,두두두,9
0x007DBB50,ガガガ,두두두,9
0x007DBB63,ガガガ,두두두,9
0x007DBB73,ガガガ,두두두,9
0x007DBB81,ガガガ,두두두,9
0x007DBB8F,ガガガ,두두두,9
0x007DBBA3,ガガガ,두두두,9
0x007DBBB3,ガガガ,두두두,9
0x007DBBC1,ガガガ,두두두,9
0x007DBBCF,ガガガ,두두두,9
0x007DC43F,‐〜…“〔］『】＋×,‐〜…“〔］『】＋×,29
0x007DC5C2,¨´：。　汽々∪,판독 불가,13
0x007DC801,、。，．・：？：．。　А、。．：・．，，。、,、。，．・：？：．。　А、。．：・．，，。、,65
0x007DCF54,鼓鼓鼓鼓鼓鼓鼓原,판독 불가,13
0x007DDF73,、、。，，，、　　Χ,、、。，，，、　　Χ,29
0x007DE75B,¨―）』＋【』』【＋−±,문자 깨짐,13
0x007DE775,±−】【』」」』】＋±,±−】【』」」』】＋±,31
0x007DEC3D,¨―）』＋【』』【＋−±,문자 깨짐,13
0x007DEC57,±−】【』」」』】＋±,±−】【』」」』】＋±,31
0x007DFE0E,、，，・：．，、　，。、。．・・．。、　0x007DDF73,、、。，，，、　　Χ,0x007E0299
0x007DFEC5,ゥクゥクゥ,우쿠쿠쿠,12
0x007DFFC4,ゥクゥクゥクΥ,쿡쿡쿡Υ,11
0x007E026A,ァケァケァケァ,아케아케아케아,21
0x007E0299,ァケァケァケァ織,판독 불가(문자 깨짐),28
0x007E0382,ァケァケァケァ織,판독 불가,13
0x007E046F,ァケァケΥ,아케아케Υ,14
0x007E0576,ォカキΧ,오카키Χ,11
0x007E05C1,グキカォグキカォウキカォウォ,그키카오그키카오우키카오우오,42
0x007E06C7,カキグゲグキカォウキカォウォ,카키구게구키카오우키카오우오,42
0x007E1246,、。，．・．，。、　　　、。，．・．，。、　　　。，．・：・．，。、　、。，．・：・．，。、　、。，．・；：．，。、　、。，・：；：・。、　　、。，・：；：・∪,、。，．・．，。、　　　、。，．・．，。、　　　。，．・：・．，。、　、。，．・：・．，。、　、。，．・；：．，。、　、。，・：；：・。、　　、。，・：；：・∪,240
0x007E152A,、。，．・．，。、　　　、。，．・．，。、　　　。，．・：・．，。、　、。，．0x007E152A,、。，．・．，。、　　　、。，．・．，。、　　　。，．・：・．，。、　、。，．・：・．，。、∪,、。，．・．，。、　　　、0x007E39A0
0x007E16ED,、。．・；！；：，。、　、。．：；！；：，。、　、，．：；！？：，。、　、，．：？！？：，。、　、，．：？！？：，。、　肩,、。．・；！；：，。、　、。．：；！；：，。、　、，．：；！？：，。、　、，．：？！？：，。、　、，．：？！？：，。、　어깨,186
0x007E2726,、．：？゛｀￣￣原,번역 불가(문자 깨짐),28
0x007E38A1,：！｀￣ヾ〃仝々浦〆〇〇,문자 깨짐,13
0x007E38F4,ゝ…“〔｛｝］‥Φ,번역 불가(문자 깨짐),28
0x007E39A0,沓掘靴沓掘靴沓掘,번역 불가,13
0x007E41A3,：！｀￣ヾ〃仝々浦〆〇〇,문자 깨짐,13
0x007E4B1A,−】【『」「《〉｝｛［Ｍ〔（”’‘…｜‖＼／,−】【『」「《〉｝｛［Ｍ〔（”’‘…｜‖＼／,66
0x007E4C89,〉《》」『【】＋±ざ,〉《》」『【】＋±ざ,29
0x007E4CA4,−】【『」「《〉｝｛［轤,문자 깨짐,13
0x007E4D6E,−】【『」「《〉｝｛［轤,문자 깨짐,13
0x007E55F6,埠ー・。　　Б￣‘,번역 불가(문자 깨짐),28
0x007EB099,ウキゲス,ウキゲス,12
0x007EB0A4,ァウキゲス,아우키게스,15
0x007EB0AF,キゲスゾΥ,키게스조Υ,14
0x007ECC56,鼓鼓鼓鼓鼓鼓鼓原,깨진 문자열,16
0x007F11BB,アィゥΧ,아이우Χ,11
0x007F2D27,チケァ,치캐,6
0x007F2D6E,グダバΧ,구다바Χ,11
0x007F32C1,顧顧顧顧顧顧顧原,깨진 문자열,16
0x007F5F4D,τττττττττカ,τττττττττカ,21
0x007F5F71,τττττττカτオτカτエτττェτττウτィτアτィτ,,58
0x007F5FC9,τττττττττカ,τττττττττカ,21
0x007F5FF8,ガジカ,가지카,9
0x007F6076,τカτオτカτエτττェτττウτィτアτィτ,τカτオτカτエτττェτττウτィτアτィτ,55
0x007F60F1,τカτオτカτウτττゥτττイτアτァτアτィτζ,해독 불가,13
0x007F65DE,顧顧顧顧顧顧顧原,깨진 문자열,16
0x007F97E8,АВДЁЗКМОРТФЦ,문자 깨짐,13
0x007F98BF,АДЁИМПТХ∃,번역 불가(문자 깨짐),28
0x007FAA4C,БВГДЁЁЗЗЙКЛМОПРСТФХЦЧπ,,44
0x007FAF9F,БВГДЁЁЗЗЙКЛМОПРСТФХЦЧπ,БВГДЁЁЗЗЙКЛМОПРСТФХЦЧπ,44
0x00800729,ウガケシソットノば,우가케시솟토노바,24
0x0080089B,アゥェォカギグゲゴシスセソダヂツデドニネバヒピブベホポ,해독 불가,13
0x00804FC8,はいえ▼,예아니오▼,15
0x00804FD4,０１２３４５６７８９チュキャンペーントライアルフリバロドショップマエディオつうしんはじめからづきたいせ,0123456789 튜토리얼 캠페인 트라이얼 프리 배틀 로드 숍 맵 에디트 통신 처음부터 계속하기 대전,125
0x0080505C,アイウエオカキクケコサシスセソタチツテトナニヌネノハヒフヘホマミムメモヤユヨラリルレロワヲンャュョァィゥェォッーガギグゲゴザジズゼゾダヂヅデドバビブベボパピプペポ”゜,,166
0x00805104,０１２３４５６７８９開戦！ガンファイター空の王者マックス出撃スナイパー雪の中の戦い３人の過去特殊部隊長ドミノ能力キクチヨけんざんまちがい最強分断作戦アスカのねらいグリーンアースの海賊海おおいなるつばさ戦いのうしろでリョウ・コピー黒幕決着！シッコクノモリ,0123456789 개전! 건파이터 하늘의 왕자 맥스 출격 스나이퍼 눈 속의 전투 3명의 과거 특수부대장 도미노 능력 키쿠치요 등장 실수 최강 분단 작전 아스카의 노림수 그린 어스의 해적 바다 위대한 날개 전투의 뒤에서 료우 카피 흑막 결착! 칠흑의 숲,323
0x00805224,０１２３４５６７８９箕紗炒マシンガバズーカ砲軽重戦車キャノバルカ対空ロケット爆弾地潜魚雷装備していません,0123456789 기관총 바주카포 경전차 중전차 캐논 발칸 대공 로켓 폭탄 지뢰 잠수함 어뢰 장비하지 않았습니다,141
0x00805290,０１２３４５６７８９,0123456789,10
0x008052A8,０１２３４５６７８９箕紗炒マシンガバズーカ砲軽重戦車キャノバルカ対空ロケット爆弾地潜魚雷装備していません部隊セブ終了待機攻撃補給占領合流搭載降車状況もぐるうかぶレイクシステム降伏すアニメＡＢＣなし処分大勝利条件ＢＧＭありプをぬけョグ作,0123456789 머신건 바주카포 경전차 중전차 캐논 발칸 대공 로켓 폭탄 지뢰 잠항 어뢰 장비하지 않았습니다 부대 세이브 종료 대기 공격 보급 점령 합류 탑재 하차 상황 잠수 부상 레이크 시스템 항복 애니 A B C 없음 처분 대승리 조건 BGM 있음 맵을 나,
0x00805394,攻撃補給部隊全待状況,공격 보급 부대 전체 대기 상황,41
0x008053AC,０１２３４５６７８９レッドスターブルムングリアイエロコメトブラックホール占領戦闘首都敵部隊全滅軍勝利！日数総事費行動回Ｇ,0123456789 레드 스타 블루 문 그린 어스 옐로 코멧 블랙 홀 점령 전투 수도 적 부대 전멸 군 승리! 일수 총비용 행동 턴 G,155
0x00805428,０１２３４５６７８９,0123456789,10
0x00805440,０１２３４５６７８９レッドスターブルムングリアイエロコメトブラックホールキャサリンョウマホイップビークチヨアスカグルモボテトドミノヘズ戦闘首都敵部隊全滅軍勝利！日数総事費Ｇふさんか,0123456789 레드스타 블루문 그린어스 옐로코멧 블랙홀 캐서린 료우 마호이프 비크 키쿠치요 아스카 구루모 보테토 도미노 헤즈 전투 수도 적 부대 전멸 군 승리! 일수 총 전비 G 불참,237
0x008054F8,０１２３４５６７８９,0123456789,10
0x00805510,０１２３４５６７８９レッドスターブルムングリアイエロコメトブラックホールキャサリンョウマホイップビークチヨアスカグルモボテトドミノヘズプレイヤコンピュタふさんかつうしん,0123456789 레드스타 블루문 그린어스 옐로코멧 블랙홀 캐서린 료우 마호이프 비크 키쿠치요 아스카 구루모 보테토 도미노 헤즈 플레이어 컴퓨터 불참 통신,203
0x008055BC,０１２３４５６７８９,0123456789,10
0x008055D4,０１２３４５６７８９／装備なし｜→↓夢弦種歩兵バズーカ卦揖煎奢呪鵜邸鎖津湯楚宇磁蘇卯鳳ロケット砲鯛倶迂対空箕紗炒洗賭菟忌麦夏軌羽屁璃芋寡牟娯餌亥癇得銭腺酢維レッドスターブルムングリアイエロコメトブラックホール,0123456789 / 장비 없음 | → ↓ 보병 바주카 로켓포 대공 레드스타 블루문 그린어스 옐로코멧 블랙홀,129
0x008056A8,０１２３４５６７８９／装備なし｜→↓夢弦種歩兵バズーカ卦揖煎奢呪鵜邸鎖津湯楚宇磁蘇卯鳳ロケット砲鯛倶迂対空箕紗炒洗賭菟忌麦夏軌羽屁璃芋,0123456789/장비 없음|→↓꿈 현 종류 보병 바주카 卦揖煎奢呪鵜邸鎖津湯楚宇磁蘇卯鳳 로켓포 鯛倶迂 대공 箕紗炒洗賭菟忌麦夏軌羽屁璃芋,181
0x00805730,０１２３４５６７８９レッドスターブルムングリアイエロコメトブラックホール戦闘占領将軍状況生産ユニット嗣汚虞姐一度収入資金中立拠点ふさんか,0123456789 레드 스타 블루 문 그린 어스 옐로 코멧 블랙 홀 전투 점령 장군 상황 생산 유닛 嗣汚虞姐 한 번 수입 자금 중립 거점 참가,172
0x008057BC,０１２３４５６７８９レッドスターブルムングリアイエロコメトブラックホール戦闘占領将軍状況生産ユニット嗣汚虞姐歩兵バズーカ卦揖煎奢呪鵜邸鎖津湯楚宇磁蘇卯鳳ロケット砲鯛倶迂対空箕紗炒洗賭菟忌麦夏軌羽屁璃芋寡牟娯餌亥癇得銭腺酢維存総数全滅兵種,0123456789 레드스타 블루문 그린어스 옐로코멧 블랙홀 전투 점령 장군 상황 생산 유닛 보병 바주카 로켓포 대공 보유 총수 전멸 병종,173
0x008058AC,０１２３４５６７８９レッドスターブルムングリアイエロコメトブラックホール戦闘占領将軍状況生産ユニット嗣汚虞姐,0123456789레드 스타 블루 문 그린 어스 옐로 코멧 블랙 홀 전투 점령 장군 상황 생산 유닛 사오우저,128
0x0080591C,キャサリンョウマホイップビークチヨアスカグルモボテトドミノヘズ,캐서린 요우마 호이프 비크 치요 아스카 구루모 보테토 도미노 헤즈,90
0x0080595C,０１２３４５６７８９／平地山川森道路都市海港橋浅瀬首空工場岩礁防御収入回復一,0123456789/평지 산 강 숲 도로 도시 바다 항구 다리 얕은 여울 수도 공항 공장 암초 방어 수입 회복 1,129
0x008059AC,０１２３４５６７８９＄,０１２３４５６７８９＄,33
0x008059C4,０１２３４５６７８９ルー索敵てんき将軍ブ0x00805A24,０１２３４５６７８９アイウエオカキクケコサシスセソタチツテトナニヌネノハヒフヘホマミムメモヤユヨラリルレロワヲンャュョァィゥェォッーガギグゲゴザジズゼゾダヂヅデドバビブベボパピプペポ”゜,0123456789 아이우에오 카키쿠케코 사시스세소 타치츠테토 나니누네노 하히후헤호 마미무메모 야유요 라리루레로 와오응 작은 야유요 작은 아이우에오 촉음 장음 가기구게고 자지즈제조 다지즈데도 바비부베보 파피푸페포 탁점 반탁점
0x00805A24,０１２３４５６７８９アイウエオカキクケコサシスセソタチツテトナニヌネノハヒフヘホマミムメモヤユヨラリルレロワヲンャュョァィゥェォッーガギグゲゴザジズゼゾダヂヅデドバビブベボパピプペポ”゜,０１２３４５６７８９아이우에오 카키쿠케코 사시스세소 타치츠테토 나니누네노 하히후헤호 마미무메모 야유요 라리루레로 와오응 야유요 아이우에오 츳 장음 가기구게고 자지즈제조 다지즈데도 바비부베보 파피푸페포 탁점 반탁점,311
0x00805AE0,２３４人であそぶつうしんたいせん,2~3~4명이서 노는 통신 대전,35
0x00805B04,ヘルプデータ全体マッファイロドセブ名前終了クリア海平地山森ぬりつぶし情報おまかせ,도움말 데이터 전체 맵 파일 로드 세이브 이름 종료 클리어 바다 평지 산 숲 채우기 정보 자동,124
0x00805B58,ロード,로드,6
0x00816E1C,アドバンス２,어드밴스2,13
0x0081B104,ファイルなし,파일 없음,13
0x0083FAF6,アイウエオマミムメモ０１２３４カキクケコヤ　ユ　ヨ５６７８９サシスセソラリルレロ,아이우에오 마미무메모 01234 카키쿠케코 야 유 요 56789 사시스세소 라리루레로,103
0x0083FB4A,・！？タチツテトワ　ヲ　ン,・!? 타치츠테토와 오 응,32
0x0083FB6E,ナニヌネノァィゥェォ,ナニヌネノァィゥェォ,30
0x0083FB8C,ハヒフヘホッャュョー,ハヒフヘホッャュョー,30
0x0083FBAB,ウヴカガキギクグケゲコゴサザシジスズセゼソゾタダチヂツヅテデトドハバヒビフブヘベホボパバピビプブペベポボ,,104
0x0083FC16,ハパヒピフプヘペホポバパビピブプベペボポ,하파히피후푸헤페호포바파비피부푸베페보포,60
0x0083FC41,ウヴウカガカキギキクグクケゲケコゴコサザサシジシスズスセゼセソゾソタダタチヂチツヅツテデテトドトハバパハヒビピヒフブプフヘベペヘホボポホ,우부우 카가카 키기키 쿠구쿠 케게케 코고코 사자사 시지시 스즈스 세제세 소조소 타다타 치지치 쓰즈쓰 테데테 토도토 하바파하 히비피히 후부푸후 헤베페헤 호보포호,224
0x0083FE41,アイウエオ　マミムメモ　０１２３４,아이우에오 마미무메모 01234,37
0x0083FE65,カキクケコ　ヤ　ユ　ヨ　５６７８９,카키쿠케코 야 유 요 56789,33
0x0083FE89,サシスセソ　ラリルレロ　゛゜・！？,사시스세소 라리루레로 ゛゜・!?,43
0x0083FEAD,タチツテト　ワ　ヲ　ン,타치츠테토　와　오　응,33
0x0083FEC5,ナニヌネノ　ァィゥェォ,나니누네노　ァィゥェォ,33
0x0083FEDD,ハヒフヘホ　ッャュョー,하히후헤호　ッャュョー,33
0x0089BBAF,・攻‘’『・攻‘’『,・공격‘’『・공격‘’『,36
0x008A298C,劔勦劔勦劔凉劔凉,깨진 문자열,16
0x008A47CC,劔飭劔勦劔凉劔凉,깨진 문자열,16
