address,japanese,korean,char_count,frequency,status,notes
0x0060276D,鞜琅鉗聨,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x006028F1,肄裹鴦,동탁방,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00602A0E,鞣矼鈑,랑겸송,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00603007,鈔珞葢,이과앙,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0060326F,鞨瑯鈬,유강판,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00603279,璢聽鉐,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0060342C,粫趙琥,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0060348E,籖珮矚,璢聽鉐,3,3,Needs Review,audit: no Hangul in Korean field; previous=reviewed: existing address translation
0x00604DFF,癶＞惻,粫趙琥,3,3,Needs Review,audit: no Hangul in Korean field; previous=reviewed: existing address translation
0x006050EF,霑揉＄,籖珮矚,3,3,Needs Review,audit: no Hangul in Korean field; previous=reviewed: existing address translation
0x00605289,鱚籬粳,癶＞惻,3,3,Needs Review,audit: no Hangul in Korean field; previous=reviewed: existing address translation
0x0060539D,盥陪遠,霑揉＄,3,3,Needs Review,audit: no Hangul in Korean field; previous=reviewed: existing address translation
0x006053E8,郤普侃,鱚籬粳,3,3,Needs Review,audit: no Hangul in Korean field; previous=reviewed: existing address translation
0x006068E7,釿琅鴆,盥陪遠,3,3,Needs Review,audit: no Hangul in Korean field; previous=reviewed: existing address translation
0x0060A44C,糂韃蠧,郤普侃,3,3,Needs Review,audit: no Hangul in Korean field; previous=reviewed: existing address translation
0x0060A87F,糶霖鞜,근랑짐,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0060E445,聿葯胝,삼달두,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0060E76A,聚砌韭,조림답,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0060E875,碆赧跖蹊,미상,4,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0060E96A,褂鱠簽,율약지,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0060EEBE,鈬珀蓙韶,미상,4,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00611FB3,鴆鱸鋩,취체구,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0061200A,粃聆粹,괘회첨,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00612024,齏聽肬鳧褄胙,대대,6,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00612184,赱矣釶,짐로망,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00612356,釶肛鉋,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0061260A,鱚裴竟,주야타,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00613C59,鱧赱瑟,타항포,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00613FA0,韃蓙鴃,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x00614229,趾矮蓐,려주슬,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00614C19,鱚瞻裴獵粡聶鉋,미상,7,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00615297,褄瑶顫,달좌격,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00615469,痩蕩峩,지왜욕,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00615572,裙肄糺,처요전,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00616DA1,葆頸鉅,수탕아,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0061728B,珮珮鉚,군이규,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x006173C2,鞴聿粐跖韶,미상,5,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0061881A,棔嚶哀,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x00618D3A,赱裼褌,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x00618E6F,鱧蓚鳬,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0061A04A,礦赭褥,패패묘,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0061A110,囮爆昼,혼앵애,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0061A2F6,磑葩肬,주석곤,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0061A371,釟砒跟,예수부,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0061A4F5,鱚鴦釉,광자욕,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0061A694,砠跂褓鱇胝,미상,5,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0061C185,鱠矣蓆,팔비근,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0061CB62,鈔砌鴪,희앙유,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0061DAE2,鞣矼鴃,회의석,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0061F441,鱶聽鴆,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: repeated source text
0x0061F45F,鱸萵粹,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: repeated source text
0x00620BB2,泅斧ｎ个,미상,4,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00620C57,頤鞨蓐韆,미상,4,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0062154D,韈韋蓆,방어선,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x00621AA8,褂跚鴃跟,미상,4,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00621BE3,鱶韆襁,공병대,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x00621BFA,矣鴃蓆,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: repeated source text
0x00622395,跖袍胛,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: repeated source text
0x00622A29,裔矍銹,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: repeated source text
0x00622A7A,鞜琅銖,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: repeated source text
0x00624426,肭跚跂胥,미상,4,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0062466D,鱶趺聲褞,미상,4,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00624C6D,鱸鳬韜,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: repeated source text
0x006283C0,豸枚尚,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: repeated source text
0x00628735,鮟嚶糞,노부도,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0062877C,箙恊隆,치매상,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x00629991,梺荘岫,안앵분,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0062A29F,落壕巨痢,미상,4,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0062A878,琅韈鴟,복협륭,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0062B0BB,琅肄頏,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0062BCC6,珞粢銕,랑말치,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0062C178,投鰹勸,랑이항,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0062C3BF,豼搴治,낙자철,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0062D450,郛搶崕,투견권,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0062E63B,嚮ヤ拳,표건치,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0062EA13,尅旧硲,부창애,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0062EAB5,嚴滑頗,향야권,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0062EF5B,落件未,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0062FCA6,棘剱弌,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0062FD49,泗盗瑞葺洽,미상,5,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00630131,攪部迄悒,미상,4,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x006301D4,椁酔括叶蔓,미상,5,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063027B,撕部樗李,미상,4,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x006306ED,剴錐藷圍,미상,4,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00630791,棊窓轟黒圖,미상,5,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063083A,沱撈洟,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x00630CB8,摶総糾倦弌,미상,5,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063458D,篌刎奥,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x00635385,梺援猿丿,미상,4,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063579C,專藻劼,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x00636393,矗肆鴈,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x00639729,珞玻糲,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x00639987,赱玻肄,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x006399BA,鈞粃粭,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x006399ED,鱆蓙蒿,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x00639A3A,趺韋裔,균비합,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0063A53D,←踵篷,장좌호,3,2,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0063A607,笄愿肓,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0063B570,泛沾棔,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0063B5D7,棡惧悚惧惧惧,보병대,6,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063B63D,沮惧惧惧惧惧惧悵,미상,8,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063B6A6,沮惧惧惧惧惧,기갑대,6,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063B70E,棡惧悄撩悄,미상,5,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063B775,撩悗惧惧惠,미상,5,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063C4B4,珞蒹裨,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0063C51B,砌聿韵,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0063C581,矮聽跪,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0063C5E7,矣粐跛,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0063C71A,矜矼跋,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0063C781,珮砒鴃,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0063C7E7,珀砌韲,미상,3,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: repeated source text
0x0063C982,砒跖鴆,←불명,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0063C9E8,矼褂韲,박체제,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063CA4E,珞裹裲,비척짐,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063CB1B,矣砌齏,강괘제,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063CB82,珮肄頏,낙과양,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063DA88,摎擧濤,의체제,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063DAEE,髄理密,패이항,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063DB20,梺漠沽,교거도,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063DB53,剏送剩,수리밀,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063DB86,投雌嵐榕跏,미상,5,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063DBB8,沽諮利董,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063DC1E,尨旧部据,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063DCB6,泅莱燈葬犯鈞鴕,미상,7,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063DCEA,棊徐俣箔,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063DD1C,沮涛囈涛禿鈞鋏,미상,7,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063DD83,摧圈蕪蕪,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063DE87,國坏跋胱,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063DEBA,擇悵鉐褸,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E4B4,棍悚撥,교거도,3,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063E4E6,恫剿利命,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E519,尓俣末柄,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E57F,囀泊瀦跳,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E5B1,泱葬髄泊,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E5E5,剪草藷汐,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E617,對麹轟糟,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E64A,攪緒視窓,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E67D,摎錐糾所,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E6B0,撕至活順,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E77A,屏俣球活至,미상,5,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E813,椶剿拷脂虫,미상,5,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E846,棧囎視至総,미상,5,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E879,擒尢綜渚舞,미상,5,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E8AC,擅剿酔視虫慯,전차대,6,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063E912,擇恫梼総白慫,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E945,屓剿糟詞鋳嵳,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E97B,恙蒼装迄,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063E9AF,恣箔履崢矮,보병대대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063E9E2,將涛迄凌,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063EA46,棍恣涛蕗侶,기갑대대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063EA79,棍搗鋳曝亶,전차대대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063EAAC,屎將蒼曝劭,포병대대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063EADF,泛專駐迫弌,보병부대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063EB14,泄燈侭屎,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063EB47,梍灯沫悁,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063EB78,沾恍崇舶剽,기갑부대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063EBAE,末吏辨惠,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063EBE0,恣鋳粕剿卩,전차부대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063EC11,棔恆荘涛覧僚,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063EC44,棍嚼瑞葬濫脈,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063EC77,椌嚼瑞崇薄騒,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063ECDD,沱剞随髄猪崇,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063ED11,沮酎草鋳乱賊,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063ED77,沮註聡崇舞釜,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063EDAB,摧淘髄猪相垰,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063EDDE,梍荘署瀦桃鵡,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063EE11,泄酎緒嵩所鉢,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063EE45,亦聡崇白椛,포병부대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063EEAB,囀草書柏鉛,보병중대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063EF11,摶随緒聡轄,기갑중대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063EF44,椈綜麹誌滑,전차중대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063EF77,沽虫試随焔,포병중대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063EFDE,恂渚誌衰穐,보병연대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063F111,將試刻傑,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063F144,恍署緒号焚,기갑연대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063F177,將署署合垉,전차연대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063F1AA,搏署誌号虚圸,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063F4A8,椈藍葡演糾賜衍,미상,7,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063F5A8,尸末忠焔轄恕,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063F7A7,尢末抽炎去雛,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063F80D,棊抹虫沿旧助,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063F841,囮濫桃褐穀劭,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063F874,囮又桃旧資裏,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063F8A7,沽又酎渇訣答,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063F90E,囓封搭煙国繭,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063F9A7,屁剽柾煙書苧,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FA0D,棡劍乱轄緒走,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FA74,棘劔糟諮葬丕,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FAA7,撓劍搭月月莫,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FADA,沱悁剥誌書弌,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FB0D,撩囮剥克刻莫,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FB41,椦尠庶試諸悛,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FB74,椌恫庶随藷屏,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FBA6,沱尹鮪克誌答泪,미상,7,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FBDB,椌剔書緒爆泙,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FC0D,棡囓庶庶諸國,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FC40,沱尸錘錘薯辧,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FC74,悍酪誌刻等泙,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FCA7,棡剔署緒縛,포병연대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063FCDA,悁剔諮試答泙,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FD0D,棡剔書緒縛泪,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0063FD40,椦乱署緒筒泪,보병대,6,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0063FD73,棡乱諮試痘椶,기갑대,6,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0063FDA6,撓武署緒祷泙,전차대,6,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0063FDD9,棡卵書緒伏泪,포병대,6,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0063FE0C,椦拍試誌著棕,보병 부대,6,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0063FE3F,撓乱誌試貯,보병사단,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063FEA5,沮乱緒誌苧,기갑사단,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063FED8,椦乱克誌猪泪,기갑 부대,6,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0063FF0B,棡鱒試訣装椒,전차 부대,6,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0063FF71,棡酪試訣薯圍,포병 부대,6,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0063FFA5,攪錘詩署筒,전차사단,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0063FFD8,棘棟詩刻丁,포병사단,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0064000B,棘棟轟刻走棗,대대 공격,6,3,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x0064003F,椈柏誌髄蔓,보병대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00640072,恬博月書駁,기갑대,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x006400A7,囎鋳駐丐,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x006400D8,泝武試署兆,미상,5,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x0064010D,囈聡書丁,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0064013F,泝拍瑞葬丕,포병 진지,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00640173,恬酎葬爆,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x006401A6,棘聡瑞藻撻,정예 기갑,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x006401DA,恃鋳灯丕,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0064020D,搏葬蒼理,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00640240,梍鋳葬莫,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00640273,椏荘崇副,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x006402A6,沐葬崇爆,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x006402D9,椏酎崇漠泪,전차 포격,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0064030C,椏葬髄等,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00640340,舞衷蒼弌,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00640372,椏鋳崇等,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x006403A6,泊聡蒼弌,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x006403D8,沐葬書苧泯,보병 매복,5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x0064040C,欄淘樗圍,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x0064043F,舞衷髄満,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00640472,嵐盗蒼痢,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x006404A5,卵盗葬裏,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x006404D8,剴泊葬裏,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
